datum,verbrauch,monat,wochentag,feiertag,arbeitstag
2015-01-01,126197,Januar,Donnerstag,Neujahr,0
2015-01-02,147085,Januar,Freitag,,1
2015-01-03,141426,Januar,Samstag,,0
2015-01-04,132446,Januar,Sonntag,,0
2015-01-05,152611,Januar,Montag,,1
2015-01-06,140474,Januar,Dienstag,Heilige Drei Koenige,0
2015-01-07,184936,Januar,Mittwoch,,1
2015-01-08,190395,Januar,Donnerstag,,1
2015-01-09,186902,Januar,Freitag,,1
2015-01-10,150311,Januar,Samstag,,0
2015-01-11,140494,Januar,Sonntag,,0
2015-01-12,194573,Januar,Montag,,1
2015-01-13,196391,Januar,Dienstag,,1
2015-01-14,198853,Januar,Mittwoch,,1
2015-01-15,198241,Januar,Donnerstag,,1
2015-01-16,194680,Januar,Freitag,,1
2015-01-17,161724,Januar,Samstag,,0
2015-01-18,143315,Januar,Sonntag,,0
2015-01-19,200367,Januar,Montag,,1
2015-01-20,205528,Januar,Dienstag,,1
2015-01-21,208345,Januar,Mittwoch,,1
2015-01-22,206560,Januar,Donnerstag,,1
2015-01-23,203941,Januar,Freitag,,1
2015-01-24,165210,Januar,Samstag,,0
2015-01-25,147031,Januar,Sonntag,,0
2015-01-26,203719,Januar,Montag,,1
2015-01-27,206391,Januar,Dienstag,,1
2015-01-28,205776,Januar,Mittwoch,,1
2015-01-29,202524,Januar,Donnerstag,,1
2015-01-30,199673,Januar,Freitag,,1
2015-01-31,161846,Januar,Samstag,,0
2015-02-01,146048,Februar,Sonntag,,0
2015-02-02,201114,Februar,Montag,,1
2015-02-03,206732,Februar,Dienstag,,1
2015-02-04,210222,Februar,Mittwoch,,1
2015-02-05,208601,Februar,Donnerstag,,1
2015-02-06,206607,Februar,Freitag,,1
2015-02-07,168175,Februar,Samstag,,0
2015-02-08,150782,Februar,Sonntag,,0
2015-02-09,204605,Februar,Montag,,1
2015-02-10,206257,Februar,Dienstag,,1
2015-02-11,205914,Februar,Mittwoch,,1
2015-02-12,202478,Februar,Donnerstag,,1
2015-02-13,197657,Februar,Freitag,,1
2015-02-14,158154,Februar,Samstag,,0
2015-02-15,143733,Februar,Sonntag,,0
2015-02-16,190642,Februar,Montag,,1
2015-02-17,198623,Februar,Dienstag,,1
2015-02-18,204060,Februar,Mittwoch,,1
2015-02-19,200654,Februar,Donnerstag,,1
2015-02-20,193769,Februar,Freitag,,1
2015-02-21,157162,Februar,Samstag,,0
2015-02-22,141683,Februar,Sonntag,,0
2015-02-23,197856,Februar,Montag,,1
2015-02-24,199651,Februar,Dienstag,,1
2015-02-25,198812,Februar,Mittwoch,,1
2015-02-26,197240,Februar,Donnerstag,,1
2015-02-27,195773,Februar,Freitag,,1
2015-02-28,157049,Februar,Samstag,,0
2015-03-01,138501,Maerz,Sonntag,,0
2015-03-02,193448,Maerz,Montag,,1
2015-03-03,197452,Maerz,Dienstag,,1
2015-03-04,197791,Maerz,Mittwoch,,1
2015-03-05,197014,Maerz,Donnerstag,,1
2015-03-06,191946,Maerz,Freitag,,1
2015-03-07,155187,Maerz,Samstag,,0
2015-03-08,134679,Maerz,Sonntag,,0
2015-03-09,185888,Maerz,Montag,,1
2015-03-10,192527,Maerz,Dienstag,,1
2015-03-11,191323,Maerz,Mittwoch,,1
2015-03-12,191798,Maerz,Donnerstag,,1
2015-03-13,189559,Maerz,Freitag,,1
2015-03-14,153521,Maerz,Samstag,,0
2015-03-15,134898,Maerz,Sonntag,,0
2015-03-16,186802,Maerz,Montag,,1
2015-03-17,190014,Maerz,Dienstag,,1
2015-03-18,187877,Maerz,Mittwoch,,1
2015-03-19,184549,Maerz,Donnerstag,,1
2015-03-20,183316,Maerz,Freitag,,1
2015-03-21,149518,Maerz,Samstag,,0
2015-03-22,132688,Maerz,Sonntag,,0
2015-03-23,188300,Maerz,Montag,,1
2015-03-24,191770,Maerz,Dienstag,,1
2015-03-25,190370,Maerz,Mittwoch,,1
2015-03-26,192763,Maerz,Donnerstag,,1
2015-03-27,188168,Maerz,Freitag,,1
2015-03-28,148211,Maerz,Samstag,,0
2015-03-29,124619,Maerz,Sonntag,,0
2015-03-30,187126,Maerz,Montag,,1
2015-03-31,186406,Maerz,Dienstag,,1
2015-04-01,190296,April,Mittwoch,,1
2015-04-02,187682,April,Donnerstag,,1
2015-04-03,135766,April,Freitag,Karfreitag,0
2015-04-04,135151,April,Samstag,,0
2015-04-05,120771,April,Sonntag,,0
2015-04-06,123755,April,Montag,Ostermontag,0
2015-04-07,178392,April,Dienstag,,1
2015-04-08,182512,April,Mittwoch,,1
2015-04-09,181302,April,Donnerstag,,1
2015-04-10,176063,April,Freitag,,1
2015-04-11,140732,April,Samstag,,0
2015-04-12,121770,April,Sonntag,,0
2015-04-13,178655,April,Montag,,1
2015-04-14,184381,April,Dienstag,,1
2015-04-15,184585,April,Mittwoch,,1
2015-04-16,183475,April,Donnerstag,,1
2015-04-17,179709,April,Freitag,,1
2015-04-18,141501,April,Samstag,,0
2015-04-19,123998,April,Sonntag,,0
2015-04-20,178908,April,Montag,,1
2015-04-21,185114,April,Dienstag,,1
2015-04-22,181974,April,Mittwoch,,1
2015-04-23,180039,April,Donnerstag,,1
2015-04-24,179645,April,Freitag,,1
2015-04-25,142759,April,Samstag,,0
2015-04-26,123884,April,Sonntag,,0
2015-04-27,179962,April,Montag,,1
2015-04-28,186456,April,Dienstag,,1
2015-04-29,183270,April,Mittwoch,,1
2015-04-30,180196,April,Donnerstag,,1
2015-05-01,123899,Mai,Freitag,Erster Mai,0
2015-05-02,128335,Mai,Samstag,,0
2015-05-03,121561,Mai,Sonntag,,0
2015-05-04,177291,Mai,Montag,,1
2015-05-05,182274,Mai,Dienstag,,1
2015-05-06,180890,Mai,Mittwoch,,1
2015-05-07,178409,Mai,Donnerstag,,1
2015-05-08,175537,Mai,Freitag,,1
2015-05-09,137274,Mai,Samstag,,0
2015-05-10,118388,Mai,Sonntag,,0
2015-05-11,177437,Mai,Montag,,1
2015-05-12,182692,Mai,Dienstag,,1
2015-05-13,177599,Mai,Mittwoch,,1
2015-05-14,127806,Mai,Donnerstag,Christi Himmelfahrt,0
2015-05-15,149510,Mai,Freitag,,1
2015-05-16,132957,Mai,Samstag,,0
2015-05-17,116951,Mai,Sonntag,,0
2015-05-18,173898,Mai,Montag,,1
2015-05-19,179998,Mai,Dienstag,,1
2015-05-20,179886,Mai,Mittwoch,,1
2015-05-21,176260,Mai,Donnerstag,,1
2015-05-22,171947,Mai,Freitag,,1
2015-05-23,132703,Mai,Samstag,,0
2015-05-24,109188,Mai,Sonntag,,0
2015-05-25,113085,Mai,Montag,Pfingstmontag,0
2015-05-26,167309,Mai,Dienstag,,1
2015-05-27,174622,Mai,Mittwoch,,1
2015-05-28,173060,Mai,Donnerstag,,1
2015-05-29,170755,Mai,Freitag,,1
2015-05-30,136442,Mai,Samstag,,0
2015-05-31,116523,Mai,Sonntag,,0
2015-06-01,173064,Juni,Montag,,1
2015-06-02,178249,Juni,Dienstag,,1
2015-06-03,176581,Juni,Mittwoch,,1
2015-06-04,129946,Juni,Donnerstag,Fronleichnam,0
2015-06-05,155627,Juni,Freitag,,1
2015-06-06,138983,Juni,Samstag,,0
2015-06-07,121601,Juni,Sonntag,,0
2015-06-08,177774,Juni,Montag,,1
2015-06-09,180676,Juni,Dienstag,,1
2015-06-10,182509,Juni,Mittwoch,,1
2015-06-11,183689,Juni,Donnerstag,,1
2015-06-12,182420,Juni,Freitag,,1
2015-06-13,141727,Juni,Samstag,,0
2015-06-14,122858,Juni,Sonntag,,0
2015-06-15,176713,Juni,Montag,,1
2015-06-16,181619,Juni,Dienstag,,1
2015-06-17,180587,Juni,Mittwoch,,1
2015-06-18,179869,Juni,Donnerstag,,1
2015-06-19,175842,Juni,Freitag,,1
2015-06-20,138571,Juni,Samstag,,0
2015-06-21,120039,Juni,Sonntag,,0
2015-06-22,174359,Juni,Montag,,1
2015-06-23,179550,Juni,Dienstag,,1
2015-06-24,178495,Juni,Mittwoch,,1
2015-06-25,178106,Juni,Donnerstag,,1
2015-06-26,175728,Juni,Freitag,,1
2015-06-27,138717,Juni,Samstag,,0
2015-06-28,118909,Juni,Sonntag,,0
2015-06-29,177112,Juni,Montag,,1
2015-06-30,183689,Juni,Dienstag,,1
2015-07-01,184739,Juli,Mittwoch,,1
2015-07-02,189331,Juli,Donnerstag,,1
2015-07-03,187467,Juli,Freitag,,1
2015-07-04,147992,Juli,Samstag,,0
2015-07-05,131570,Juli,Sonntag,,0
2015-07-06,185744,Juli,Montag,,1
2015-07-07,192789,Juli,Dienstag,,1
2015-07-08,186651,Juli,Mittwoch,,1
2015-07-09,181851,Juli,Donnerstag,,1
2015-07-10,176994,Juli,Freitag,,1
2015-07-11,141966,Juli,Samstag,,0
2015-07-12,124069,Juli,Sonntag,,0
2015-07-13,178052,Juli,Montag,,1
2015-07-14,185358,Juli,Dienstag,,1
2015-07-15,188191,Juli,Mittwoch,,1
2015-07-16,190242,Juli,Donnerstag,,1
2015-07-17,187920,Juli,Freitag,,1
2015-07-18,144639,Juli,Samstag,,0
2015-07-19,126568,Juli,Sonntag,,0
2015-07-20,183832,Juli,Montag,,1
2015-07-21,192906,Juli,Dienstag,,1
2015-07-22,194199,Juli,Mittwoch,,1
2015-07-23,188396,Juli,Donnerstag,,1
2015-07-24,184137,Juli,Freitag,,1
2015-07-25,144530,Juli,Samstag,,0
2015-07-26,122797,Juli,Sonntag,,0
2015-07-27,175830,Juli,Montag,,1
2015-07-28,182962,Juli,Dienstag,,1
2015-07-29,180404,Juli,Mittwoch,,1
2015-07-30,177664,Juli,Donnerstag,,1
2015-07-31,172938,Juli,Freitag,,1
2015-08-01,136658,August,Samstag,,0
2015-08-02,119570,August,Sonntag,,0
2015-08-03,171632,August,Montag,,1
2015-08-04,177140,August,Dienstag,,1
2015-08-05,175276,August,Mittwoch,,1
2015-08-06,177711,August,Donnerstag,,1
2015-08-07,174470,August,Freitag,,1
2015-08-08,141594,August,Samstag,,0
2015-08-09,123306,August,Sonntag,,0
2015-08-10,168016,August,Montag,,1
2015-08-11,171157,August,Dienstag,,1
2015-08-12,173898,August,Mittwoch,,1
2015-08-13,173601,August,Donnerstag,,1
2015-08-14,168526,August,Freitag,,1
2015-08-15,131705,August,Samstag,,0
2015-08-16,114983,August,Sonntag,,0
2015-08-17,159835,August,Montag,,1
2015-08-18,163828,August,Dienstag,,1
2015-08-19,163698,August,Mittwoch,,1
2015-08-20,163211,August,Donnerstag,,1
2015-08-21,161829,August,Freitag,,1
2015-08-22,131276,August,Samstag,,0
2015-08-23,117698,August,Sonntag,,0
2015-08-24,167982,August,Montag,,1
2015-08-25,170370,August,Dienstag,,1
2015-08-26,174697,August,Mittwoch,,1
2015-08-27,175454,August,Donnerstag,,1
2015-08-28,174320,August,Freitag,,1
2015-08-29,140293,August,Samstag,,0
2015-08-30,124274,August,Sonntag,,0
2015-08-31,177897,August,Montag,,1
2015-09-01,182335,September,Dienstag,,1
2015-09-02,177067,September,Mittwoch,,1
2015-09-03,175167,September,Donnerstag,,1
2015-09-04,171518,September,Freitag,,1
2015-09-05,135455,September,Samstag,,0
2015-09-06,120813,September,Sonntag,,0
2015-09-07,172230,September,Montag,,1
2015-09-08,178903,September,Dienstag,,1
2015-09-09,178604,September,Mittwoch,,1
2015-09-10,177505,September,Donnerstag,,1
2015-09-11,174622,September,Freitag,,1
2015-09-12,140057,September,Samstag,,0
2015-09-13,122205,September,Sonntag,,0
2015-09-14,176677,September,Montag,,1
2015-09-15,182538,September,Dienstag,,1
2015-09-16,184302,September,Mittwoch,,1
2015-09-17,182978,September,Donnerstag,,1
2015-09-18,176762,September,Freitag,,1
2015-09-19,139564,September,Samstag,,0
2015-09-20,122944,September,Sonntag,,0
2015-09-21,178084,September,Montag,,1
2015-09-22,184401,September,Dienstag,,1
2015-09-23,185656,September,Mittwoch,,1
2015-09-24,183370,September,Donnerstag,,1
2015-09-25,177160,September,Freitag,,1
2015-09-26,139890,September,Samstag,,0
2015-09-27,123711,September,Sonntag,,0
2015-09-28,175671,September,Montag,,1
2015-09-29,181546,September,Dienstag,,1
2015-09-30,182183,September,Mittwoch,,1
2015-10-01,180505,Oktober,Donnerstag,,1
2015-10-02,177090,Oktober,Freitag,,1
2015-10-03,126716,Oktober,Samstag,Tag der Deutschen Einheit,0
2015-10-04,122215,Oktober,Sonntag,,0
2015-10-05,178403,Oktober,Montag,,1
2015-10-06,186538,Oktober,Dienstag,,1
2015-10-07,184810,Oktober,Mittwoch,,1
2015-10-08,182579,Oktober,Donnerstag,,1
2015-10-09,179229,Oktober,Freitag,,1
2015-10-10,144169,Oktober,Samstag,,0
2015-10-11,127624,Oktober,Sonntag,,0
2015-10-12,183504,Oktober,Montag,,1
2015-10-13,190584,Oktober,Dienstag,,1
2015-10-14,192127,Oktober,Mittwoch,,1
2015-10-15,191383,Oktober,Donnerstag,,1
2015-10-16,188929,Oktober,Freitag,,1
2015-10-17,150644,Oktober,Samstag,,0
2015-10-18,133059,Oktober,Sonntag,,0
2015-10-19,185723,Oktober,Montag,,1
2015-10-20,193467,Oktober,Dienstag,,1
2015-10-21,194788,Oktober,Mittwoch,,1
2015-10-22,192304,Oktober,Donnerstag,,1
2015-10-23,189784,Oktober,Freitag,,1
2015-10-24,149881,Oktober,Samstag,,0
2015-10-25,138090,Oktober,Sonntag,,0
2015-10-26,189547,Oktober,Montag,,1
2015-10-27,198264,Oktober,Dienstag,,1
2015-10-28,196930,Oktober,Mittwoch,,1
2015-10-29,193817,Oktober,Donnerstag,,1
2015-10-30,191307,Oktober,Freitag,,1
2015-10-31,152588,Oktober,Samstag,,0
2015-11-01,135022,November,Sonntag,Allerheiligen,0
2015-11-02,189777,November,Montag,,1
2015-11-03,197740,November,Dienstag,,1
2015-11-04,192758,November,Mittwoch,,1
2015-11-05,190929,November,Donnerstag,,1
2015-11-06,185725,November,Freitag,,1
2015-11-07,148514,November,Samstag,,0
2015-11-08,131307,November,Sonntag,,0
2015-11-09,187338,November,Montag,,1
2015-11-10,192997,November,Dienstag,,1
2015-11-11,191574,November,Mittwoch,,1
2015-11-12,191304,November,Donnerstag,,1
2015-11-13,189635,November,Freitag,,1
2015-11-14,151075,November,Samstag,,0
2015-11-15,134499,November,Sonntag,,0
2015-11-16,188515,November,Montag,,1
2015-11-17,195265,November,Dienstag,,1
2015-11-18,192454,November,Mittwoch,,1
2015-11-19,191484,November,Donnerstag,,1
2015-11-20,191877,November,Freitag,,1
2015-11-21,154389,November,Samstag,,0
2015-11-22,141290,November,Sonntag,,0
2015-11-23,196765,November,Montag,,1
2015-11-24,204946,November,Dienstag,,1
2015-11-25,204388,November,Mittwoch,,1
2015-11-26,202442,November,Donnerstag,,1
2015-11-27,199905,November,Freitag,,1
2015-11-28,164428,November,Samstag,,0
2015-11-29,146421,November,Sonntag,,0
2015-11-30,195670,November,Montag,,1
2015-12-01,201393,Dezember,Dienstag,,1
2015-12-02,199765,Dezember,Mittwoch,,1
2015-12-03,199652,Dezember,Donnerstag,,1
2015-12-04,197671,Dezember,Freitag,,1
2015-12-05,156059,Dezember,Samstag,,0
2015-12-06,139060,Dezember,Sonntag,,0
2015-12-07,193136,Dezember,Montag,,1
2015-12-08,203358,Dezember,Dienstag,,1
2015-12-09,202303,Dezember,Mittwoch,,1
2015-12-10,205728,Dezember,Donnerstag,,1
2015-12-11,196854,Dezember,Freitag,,1
2015-12-12,155050,Dezember,Samstag,,0
2015-12-13,140974,Dezember,Sonntag,,0
2015-12-14,195912,Dezember,Montag,,1
2015-12-15,199737,Dezember,Dienstag,,1
2015-12-16,198947,Dezember,Mittwoch,,1
2015-12-17,188110,Dezember,Donnerstag,,1
2015-12-18,180155,Dezember,Freitag,,1
2015-12-19,145909,Dezember,Samstag,,0
2015-12-20,131500,Dezember,Sonntag,,0
2015-12-21,169582,Dezember,Montag,,1
2015-12-22,164036,Dezember,Dienstag,,1
2015-12-23,153224,Dezember,Mittwoch,,1
2015-12-24,122319,Dezember,Donnerstag,,1
2015-12-25,108698,Dezember,Freitag,Erster Weihnachtsfeiertag,0
2015-12-26,111921,Dezember,Samstag,Zweiter Weihnachtsfeiertag,0
2015-12-27,114963,Dezember,Sonntag,,0
2015-12-28,140051,Dezember,Montag,,1
2015-12-29,144444,Dezember,Dienstag,,1
2015-12-30,142279,Dezember,Mittwoch,,1
2015-12-31,129888,Dezember,Donnerstag,,1
2016-01-01,115262,Januar,Freitag,Neujahr,0
2016-01-02,126973,Januar,Samstag,,0
2016-01-03,119069,Januar,Sonntag,,0
2016-01-04,151814,Januar,Montag,,1
2016-01-05,155627,Januar,Dienstag,,1
2016-01-06,129380,Januar,Mittwoch,Heilige Drei Koenige,0
2016-01-07,166888,Januar,Donnerstag,,1
2016-01-08,170204,Januar,Freitag,,1
2016-01-09,142917,Januar,Samstag,,0
2016-01-10,127394,Januar,Sonntag,,0
2016-01-11,183864,Januar,Montag,,1
2016-01-12,192538,Januar,Dienstag,,1
2016-01-13,198704,Januar,Mittwoch,,1
2016-01-14,197498,Januar,Donnerstag,,1
2016-01-15,197214,Januar,Freitag,,1
2016-01-16,160891,Januar,Samstag,,0
2016-01-17,146484,Januar,Sonntag,,0
2016-01-18,204102,Januar,Montag,,1
2016-01-19,212095,Januar,Dienstag,,1
2016-01-20,209692,Januar,Mittwoch,,1
2016-01-21,205945,Januar,Donnerstag,,1
2016-01-22,206188,Januar,Freitag,,1
2016-01-23,163609,Januar,Samstag,,0
2016-01-24,142203,Januar,Sonntag,,0
2016-01-25,193113,Januar,Montag,,1
2016-01-26,195376,Januar,Dienstag,,1
2016-01-27,194638,Januar,Mittwoch,,1
2016-01-28,195234,Januar,Donnerstag,,1
2016-01-29,186602,Januar,Freitag,,1
2016-01-30,152946,Januar,Samstag,,0
2016-01-31,137305,Januar,Sonntag,,0
2016-02-01,188437,Februar,Montag,,1
2016-02-02,192398,Februar,Dienstag,,1
2016-02-03,201405,Februar,Mittwoch,,1
2016-02-04,197973,Februar,Donnerstag,,1
2016-02-05,190310,Februar,Freitag,,1
2016-02-06,152436,Februar,Samstag,,0
2016-02-07,136844,Februar,Sonntag,,0
2016-02-08,181030,Februar,Montag,,1
2016-02-09,188331,Februar,Dienstag,,1
2016-02-10,196260,Februar,Mittwoch,,1
2016-02-11,195040,Februar,Donnerstag,,1
2016-02-12,190276,Februar,Freitag,,1
2016-02-13,152036,Februar,Samstag,,0
2016-02-14,134729,Februar,Sonntag,,0
2016-02-15,194338,Februar,Montag,,1
2016-02-16,201869,Februar,Dienstag,,1
2016-02-17,203088,Februar,Mittwoch,,1
2016-02-18,195458,Februar,Donnerstag,,1
2016-02-19,196714,Februar,Freitag,,1
2016-02-20,158608,Februar,Samstag,,0
2016-02-21,134497,Februar,Sonntag,,0
2016-02-22,184232,Februar,Montag,,1
2016-02-23,197372,Februar,Dienstag,,1
2016-02-24,197758,Februar,Mittwoch,,1
2016-02-25,197360,Februar,Donnerstag,,1
2016-02-26,191670,Februar,Freitag,,1
2016-02-27,153153,Februar,Samstag,,0
2016-02-28,136774,Februar,Sonntag,,0
2016-02-29,195230,Februar,Montag,,1
2016-03-01,197030,Maerz,Dienstag,,1
2016-03-02,198469,Maerz,Mittwoch,,1
2016-03-03,196923,Maerz,Donnerstag,,1
2016-03-04,193404,Maerz,Freitag,,1
2016-03-05,155553,Maerz,Samstag,,0
2016-03-06,138828,Maerz,Sonntag,,0
2016-03-07,191989,Maerz,Montag,,1
2016-03-08,200332,Maerz,Dienstag,,1
2016-03-09,201369,Maerz,Mittwoch,,1
2016-03-10,192619,Maerz,Donnerstag,,1
2016-03-11,191458,Maerz,Freitag,,1
2016-03-12,154468,Maerz,Samstag,,0
2016-03-13,136727,Maerz,Sonntag,,0
2016-03-14,189314,Maerz,Montag,,1
2016-03-15,196664,Maerz,Dienstag,,1
2016-03-16,195553,Maerz,Mittwoch,,1
2016-03-17,191223,Maerz,Donnerstag,,1
2016-03-18,187520,Maerz,Freitag,,1
2016-03-19,153965,Maerz,Samstag,,0
2016-03-20,134958,Maerz,Sonntag,,0
2016-03-21,188329,Maerz,Montag,,1
2016-03-22,191177,Maerz,Dienstag,,1
2016-03-23,193142,Maerz,Mittwoch,,1
2016-03-24,185819,Maerz,Donnerstag,,1
2016-03-25,138656,Maerz,Freitag,Karfreitag,0
2016-03-26,132978,Maerz,Samstag,,0
2016-03-27,111919,Maerz,Sonntag,,0
2016-03-28,121131,Maerz,Montag,Ostermontag,0
2016-03-29,176578,Maerz,Dienstag,,1
2016-03-30,186535,Maerz,Mittwoch,,1
2016-03-31,184436,Maerz,Donnerstag,,1
2016-04-01,183781,April,Freitag,,1
2016-04-02,146449,April,Samstag,,0
2016-04-03,125100,April,Sonntag,,0
2016-04-04,178794,April,Montag,,1
2016-04-05,184034,April,Dienstag,,1
2016-04-06,184124,April,Mittwoch,,1
2016-04-07,182804,April,Donnerstag,,1
2016-04-08,181908,April,Freitag,,1
2016-04-09,145610,April,Samstag,,0
2016-04-10,125073,April,Sonntag,,0
2016-04-11,179104,April,Montag,,1
2016-04-12,185971,April,Dienstag,,1
2016-04-13,185943,April,Mittwoch,,1
2016-04-14,183119,April,Donnerstag,,1
2016-04-15,179783,April,Freitag,,1
2016-04-16,143175,April,Samstag,,0
2016-04-17,130345,April,Sonntag,,0
2016-04-18,183223,April,Montag,,1
2016-04-19,184027,April,Dienstag,,1
2016-04-20,183893,April,Mittwoch,,1
2016-04-21,183073,April,Donnerstag,,1
2016-04-22,177270,April,Freitag,,1
2016-04-23,143307,April,Samstag,,0
2016-04-24,128183,April,Sonntag,,0
2016-04-25,182660,April,Montag,,1
2016-04-26,190906,April,Dienstag,,1
2016-04-27,189502,April,Mittwoch,,1
2016-04-28,186952,April,Donnerstag,,1
2016-04-29,181078,April,Freitag,,1
2016-04-30,142258,April,Samstag,,0
2016-05-01,117839,Mai,Sonntag,Erster Mai,0
2016-05-02,172268,Mai,Montag,,1
2016-05-03,182296,Mai,Dienstag,,1
2016-05-04,177933,Mai,Mittwoch,,1
2016-05-05,127973,Mai,Donnerstag,Christi Himmelfahrt,0
2016-05-06,148437,Mai,Freitag,,1
2016-05-07,131665,Mai,Samstag,,0
2016-05-08,116820,Mai,Sonntag,,0
2016-05-09,173816,Mai,Montag,,1
2016-05-10,179566,Mai,Dienstag,,1
2016-05-11,179919,Mai,Mittwoch,,1
2016-05-12,180884,Mai,Donnerstag,,1
2016-05-13,177660,Mai,Freitag,,1
2016-05-14,138301,Mai,Samstag,,0
2016-05-15,112640,Mai,Sonntag,,0
2016-05-16,116274,Mai,Montag,Pfingstmontag,0
2016-05-17,169793,Mai,Dienstag,,1
2016-05-18,176510,Mai,Mittwoch,,1
2016-05-19,175760,Mai,Donnerstag,,1
2016-05-20,171806,Mai,Freitag,,1
2016-05-21,135867,Mai,Samstag,,0
2016-05-22,119702,Mai,Sonntag,,0
2016-05-23,174290,Mai,Montag,,1
2016-05-24,180520,Mai,Dienstag,,1
2016-05-25,171399,Mai,Mittwoch,,1
2016-05-26,126059,Mai,Donnerstag,Fronleichnam,0
2016-05-27,146223,Mai,Freitag,,1
2016-05-28,131498,Mai,Samstag,,0
2016-05-29,119528,Mai,Sonntag,,0
2016-05-30,171973,Mai,Montag,,1
2016-05-31,178151,Mai,Dienstag,,1
2016-06-01,178620,Juni,Mittwoch,,1
2016-06-02,177373,Juni,Donnerstag,,1
2016-06-03,174461,Juni,Freitag,,1
2016-06-04,137142,Juni,Samstag,,0
2016-06-05,120150,Juni,Sonntag,,0
2016-06-06,174992,Juni,Montag,,1
2016-06-07,181926,Juni,Dienstag,,1
2016-06-08,182298,Juni,Mittwoch,,1
2016-06-09,178690,Juni,Donnerstag,,1
2016-06-10,174257,Juni,Freitag,,1
2016-06-11,137344,Juni,Samstag,,0
2016-06-12,120739,Juni,Sonntag,,0
2016-06-13,174240,Juni,Montag,,1
2016-06-14,179620,Juni,Dienstag,,1
2016-06-15,178837,Juni,Mittwoch,,1
2016-06-16,180250,Juni,Donnerstag,,1
2016-06-17,173715,Juni,Freitag,,1
2016-06-18,136503,Juni,Samstag,,0
2016-06-19,119714,Juni,Sonntag,,0
2016-06-20,171970,Juni,Montag,,1
2016-06-21,176952,Juni,Dienstag,,1
2016-06-22,181780,Juni,Mittwoch,,1
2016-06-23,185418,Juni,Donnerstag,,1
2016-06-24,181511,Juni,Freitag,,1
2016-06-25,139711,Juni,Samstag,,0
2016-06-26,119531,Juni,Sonntag,,0
2016-06-27,172734,Juni,Montag,,1
2016-06-28,179295,Juni,Dienstag,,1
2016-06-29,180676,Juni,Mittwoch,,1
2016-06-30,179923,Juni,Donnerstag,,1
2016-07-01,176716,Juli,Freitag,,1
2016-07-02,138785,Juli,Samstag,,0
2016-07-03,118944,Juli,Sonntag,,0
2016-07-04,171765,Juli,Montag,,1
2016-07-05,174534,Juli,Dienstag,,1
2016-07-06,174471,Juli,Mittwoch,,1
2016-07-07,175770,Juli,Donnerstag,,1
2016-07-08,174123,Juli,Freitag,,1
2016-07-09,137814,Juli,Samstag,,0
2016-07-10,124712,Juli,Sonntag,,0
2016-07-11,178108,Juli,Montag,,1
2016-07-12,184736,Juli,Dienstag,,1
2016-07-13,176033,Juli,Mittwoch,,1
2016-07-14,173165,Juli,Donnerstag,,1
2016-07-15,170295,Juli,Freitag,,1
2016-07-16,134482,Juli,Samstag,,0
2016-07-17,119018,Juli,Sonntag,,0
2016-07-18,178919,Juli,Montag,,1
2016-07-19,184949,Juli,Dienstag,,1
2016-07-20,187910,Juli,Mittwoch,,1
2016-07-21,184151,Juli,Donnerstag,,1
2016-07-22,181044,Juli,Freitag,,1
2016-07-23,139881,Juli,Samstag,,0
2016-07-24,123013,Juli,Sonntag,,0
2016-07-25,179850,Juli,Montag,,1
2016-07-26,185339,Juli,Dienstag,,1
2016-07-27,184665,Juli,Mittwoch,,1
2016-07-28,181321,Juli,Donnerstag,,1
2016-07-29,175739,Juli,Freitag,,1
2016-07-30,141405,Juli,Samstag,,0
2016-07-31,121893,Juli,Sonntag,,0
2016-08-01,168256,August,Montag,,1
2016-08-02,172712,August,Dienstag,,1
2016-08-03,173443,August,Mittwoch,,1
2016-08-04,172685,August,Donnerstag,,1
2016-08-05,165450,August,Freitag,,1
2016-08-06,130358,August,Samstag,,0
2016-08-07,114491,August,Sonntag,,0
2016-08-08,162193,August,Montag,,1
2016-08-09,164929,August,Dienstag,,1
2016-08-10,161367,August,Mittwoch,,1
2016-08-11,157184,August,Donnerstag,,1
2016-08-12,153765,August,Freitag,,1
2016-08-13,128693,August,Samstag,,0
2016-08-14,114501,August,Sonntag,,0
2016-08-15,159321,August,Montag,,1
2016-08-16,162820,August,Dienstag,,1
2016-08-17,163040,August,Mittwoch,,1
2016-08-18,161708,August,Donnerstag,,1
2016-08-19,159341,August,Freitag,,1
2016-08-20,129383,August,Samstag,,0
2016-08-21,109644,August,Sonntag,,0
2016-08-22,160369,August,Montag,,1
2016-08-23,168227,August,Dienstag,,1
2016-08-24,172223,August,Mittwoch,,1
2016-08-25,172249,August,Donnerstag,,1
2016-08-26,171363,August,Freitag,,1
2016-08-27,136560,August,Samstag,,0
2016-08-28,121228,August,Sonntag,,0
2016-08-29,173728,August,Montag,,1
2016-08-30,174687,August,Dienstag,,1
2016-08-31,176643,August,Mittwoch,,1
2016-09-01,176210,September,Donnerstag,,1
2016-09-02,170980,September,Freitag,,1
2016-09-03,131854,September,Samstag,,0
2016-09-04,119449,September,Sonntag,,0
2016-09-05,170018,September,Montag,,1
2016-09-06,174468,September,Dienstag,,1
2016-09-07,176817,September,Mittwoch,,1
2016-09-08,175925,September,Donnerstag,,1
2016-09-09,172098,September,Freitag,,1
