datum,verbrauch,monat,wochentag,feiertag,arbeitstag
2018-05-18,170735,Mai,Freitag,,1
2018-05-19,132023,Mai,Samstag,,0
2018-05-20,110677,Mai,Sonntag,,0
2018-05-21,110895,Mai,Montag,Pfingstmontag,0
2018-05-22,163699,Mai,Dienstag,,1
2018-05-23,168934,Mai,Mittwoch,,1
2018-05-24,169923,Mai,Donnerstag,,1
2018-05-25,165134,Mai,Freitag,,1
2018-05-26,131168,Mai,Samstag,,0
2018-05-27,115430,Mai,Sonntag,,0
2018-05-28,170517,Mai,Montag,,1
2018-05-29,175327,Mai,Dienstag,,1
2018-05-30,169792,Mai,Mittwoch,,1
2018-05-31,126572,Mai,Donnerstag,Fronleichnam,0
2018-06-01,144611,Juni,Freitag,,1
2018-06-02,127865,Juni,Samstag,,0
2018-06-03,116131,Juni,Sonntag,,0
2018-06-04,173602,Juni,Montag,,1
2018-06-05,183391,Juni,Dienstag,,1
2018-06-06,185484,Juni,Mittwoch,,1
2018-06-07,180891,Juni,Donnerstag,,1
2018-06-08,179573,Juni,Freitag,,1
2018-06-09,140200,Juni,Samstag,,0
2018-06-10,122041,Juni,Sonntag,,0
2018-06-11,180427,Juni,Montag,,1
2018-06-12,183297,Juni,Dienstag,,1
2018-06-13,180048,Juni,Mittwoch,,1
2018-06-14,176026,Juni,Donnerstag,,1
2018-06-15,170357,Juni,Freitag,,1
2018-06-16,135189,Juni,Samstag,,0
2018-06-17,119392,Juni,Sonntag,,0
2018-06-18,172198,Juni,Montag,,1
2018-06-19,180049,Juni,Dienstag,,1
2018-06-20,182648,Juni,Mittwoch,,1
2018-06-21,182984,Juni,Donnerstag,,1
2018-06-22,172690,Juni,Freitag,,1
2018-06-23,135386,Juni,Samstag,,0
2018-06-24,116861,Juni,Sonntag,,0
2018-06-25,172312,Juni,Montag,,1
2018-06-26,181163,Juni,Dienstag,,1
2018-06-27,179584,Juni,Mittwoch,,1
2018-06-28,178051,Juni,Donnerstag,,1
2018-06-29,177831,Juni,Freitag,,1
2018-06-30,146701,Juni,Samstag,,0
2018-07-01,129213,Juli,Sonntag,,0
2018-07-02,180783,Juli,Montag,,1
2018-07-03,185112,Juli,Dienstag,,1
2018-07-04,183526,Juli,Mittwoch,,1
2018-07-05,183201,Juli,Donnerstag,,1
2018-07-06,179227,Juli,Freitag,,1
2018-07-07,137862,Juli,Samstag,,0
2018-07-08,119500,Juli,Sonntag,,0
2018-07-09,175378,Juli,Montag,,1
2018-07-10,179712,Juli,Dienstag,,1
2018-07-11,177878,Juli,Mittwoch,,1
2018-07-12,176321,Juli,Donnerstag,,1
2018-07-13,176369,Juli,Freitag,,1
2018-07-14,139777,Juli,Samstag,,0
2018-07-15,122918,Juli,Sonntag,,0
2018-07-16,175164,Juli,Montag,,1
2018-07-17,182768,Juli,Dienstag,,1
2018-07-18,182190,Juli,Mittwoch,,1
2018-07-19,179597,Juli,Donnerstag,,1
2018-07-20,179264,Juli,Freitag,,1
2018-07-21,140395,Juli,Samstag,,0
2018-07-22,122651,Juli,Sonntag,,0
2018-07-23,175018,Juli,Montag,,1
2018-07-24,182553,Juli,Dienstag,,1
2018-07-25,184927,Juli,Mittwoch,,1
2018-07-26,184368,Juli,Donnerstag,,1
2018-07-27,179094,Juli,Freitag,,1
2018-07-28,142529,Juli,Samstag,,0
2018-07-29,123996,Juli,Sonntag,,0
2018-07-30,177708,Juli,Montag,,1
2018-07-31,184985,Juli,Dienstag,,1
2018-08-01,184313,August,Mittwoch,,1
2018-08-02,180680,August,Donnerstag,,1
2018-08-03,177614,August,Freitag,,1
2018-08-04,144731,August,Samstag,,0
2018-08-05,127087,August,Sonntag,,0
2018-08-06,172200,August,Montag,,1
2018-08-07,180015,August,Dienstag,,1
2018-08-08,176320,August,Mittwoch,,1
2018-08-09,171896,August,Donnerstag,,1
2018-08-10,162429,August,Freitag,,1
2018-08-11,130937,August,Samstag,,0
2018-08-12,115706,August,Sonntag,,0
2018-08-13,162445,August,Montag,,1
2018-08-14,165302,August,Dienstag,,1
2018-08-15,163520,August,Mittwoch,,1
2018-08-16,163903,August,Donnerstag,,1
2018-08-17,165345,August,Freitag,,1
2018-08-18,134543,August,Samstag,,0
2018-08-19,120382,August,Sonntag,,0
2018-08-20,167523,August,Montag,,1
2018-08-21,173897,August,Dienstag,,1
2018-08-22,176594,August,Mittwoch,,1
2018-08-23,177707,August,Donnerstag,,1
2018-08-24,171022,August,Freitag,,1
2018-08-25,133229,August,Samstag,,0
2018-08-26,115058,August,Sonntag,,0
2018-08-27,166242,August,Montag,,1
2018-08-28,171532,August,Dienstag,,1
2018-08-29,174708,August,Mittwoch,,1
2018-08-30,174797,August,Donnerstag,,1
2018-08-31,172517,August,Freitag,,1
2018-09-01,131799,September,Samstag,,0
2018-09-02,118924,September,Sonntag,,0
2018-09-03,170638,September,Montag,,1
2018-09-04,174883,September,Dienstag,,1
2018-09-05,174669,September,Mittwoch,,1
2018-09-06,175595,September,Donnerstag,,1
2018-09-07,172749,September,Freitag,,1
2018-09-08,134642,September,Samstag,,0
2018-09-09,119320,September,Sonntag,,0
2018-09-10,172774,September,Montag,,1
2018-09-11,179020,September,Dienstag,,1
2018-09-12,179691,September,Mittwoch,,1
2018-09-13,177698,September,Donnerstag,,1
2018-09-14,170791,September,Freitag,,1
2018-09-15,131423,September,Samstag,,0
2018-09-16,115879,September,Sonntag,,0
2018-09-17,171463,September,Montag,,1
2018-09-18,180899,September,Dienstag,,1
2018-09-19,179269,September,Mittwoch,,1
2018-09-20,179184,September,Donnerstag,,1
2018-09-21,178435,September,Freitag,,1
2018-09-22,136657,September,Samstag,,0
2018-09-23,123970,September,Sonntag,,0
2018-09-24,171142,September,Montag,,1
2018-09-25,176665,September,Dienstag,,1
2018-09-26,179122,September,Mittwoch,,1
2018-09-27,178574,September,Donnerstag,,1
2018-09-28,175506,September,Freitag,,1
2018-09-29,137475,September,Samstag,,0
2018-09-30,122827,September,Sonntag,,0
2018-10-01,176058,Oktober,Montag,,1
2018-10-02,180127,Oktober,Dienstag,,1
2018-10-03,137701,Oktober,Mittwoch,Tag der Deutschen Einheit,0
2018-10-04,171275,Oktober,Donnerstag,,1
2018-10-05,175193,Oktober,Freitag,,1
2018-10-06,143186,Oktober,Samstag,,0
2018-10-07,125952,Oktober,Sonntag,,0
2018-10-08,178966,Oktober,Montag,,1
2018-10-09,184151,Oktober,Dienstag,,1
2018-10-10,182556,Oktober,Mittwoch,,1
2018-10-11,181939,Oktober,Donnerstag,,1
2018-10-12,177509,Oktober,Freitag,,1
2018-10-13,139796,Oktober,Samstag,,0
2018-10-14,122803,Oktober,Sonntag,,0
2018-10-15,175614,Oktober,Montag,,1
2018-10-16,181837,Oktober,Dienstag,,1
2018-10-17,182562,Oktober,Mittwoch,,1
2018-10-18,183815,Oktober,Donnerstag,,1
2018-10-19,179543,Oktober,Freitag,,1
2018-10-20,142939,Oktober,Samstag,,0
2018-10-21,126660,Oktober,Sonntag,,0
2018-10-22,179914,Oktober,Montag,,1
2018-10-23,188196,Oktober,Dienstag,,1
2018-10-24,190792,Oktober,Mittwoch,,1
2018-10-25,188160,Oktober,Donnerstag,,1
2018-10-26,184022,Oktober,Freitag,,1
2018-10-27,150742,Oktober,Samstag,,0
2018-10-28,143949,Oktober,Sonntag,,0
2018-10-29,191811,Oktober,Montag,,1
2018-10-30,200672,Oktober,Dienstag,,1
2018-10-31,188472,Oktober,Mittwoch,,1
2018-11-01,136131,November,Donnerstag,Allerheiligen,0
2018-11-02,155932,November,Freitag,,1
2018-11-03,138136,November,Samstag,,0
2018-11-04,127196,November,Sonntag,,0
2018-11-05,182625,November,Montag,,1
2018-11-06,191343,November,Dienstag,,1
2018-11-07,188149,November,Mittwoch,,1
2018-11-08,192128,November,Donnerstag,,1
2018-11-09,189685,November,Freitag,,1
2018-11-10,151057,November,Samstag,,0
2018-11-11,134342,November,Sonntag,,0
2018-11-12,187186,November,Montag,,1
2018-11-13,195280,November,Dienstag,,1
2018-11-14,196771,November,Mittwoch,,1
2018-11-15,201878,November,Donnerstag,,1
2018-11-16,197015,November,Freitag,,1
2018-11-17,158554,November,Samstag,,0
2018-11-18,143510,November,Sonntag,,0
2018-11-19,200941,November,Montag,,1
2018-11-20,204484,November,Dienstag,,1
2018-11-21,208892,November,Mittwoch,,1
2018-11-22,209358,November,Donnerstag,,1
2018-11-23,198404,November,Freitag,,1
2018-11-24,159140,November,Samstag,,0
2018-11-25,144438,November,Sonntag,,0
2018-11-26,201425,November,Montag,,1
2018-11-27,210428,November,Dienstag,,1
2018-11-28,214748,November,Mittwoch,,1
2018-11-29,213018,November,Donnerstag,,1
2018-11-30,207260,November,Freitag,,1
2018-12-01,162385,Dezember,Samstag,,0
2018-12-02,149311,Dezember,Sonntag,,0
2018-12-03,199805,Dezember,Montag,,1
2018-12-04,201451,Dezember,Dienstag,,1
2018-12-05,199020,Dezember,Mittwoch,,1
2018-12-06,196552,Dezember,Donnerstag,,1
2018-12-07,194222,Dezember,Freitag,,1
2018-12-08,162419,Dezember,Samstag,,0
2018-12-09,146493,Dezember,Sonntag,,0
2018-12-10,197660,Dezember,Montag,,1
2018-12-11,204320,Dezember,Dienstag,,1
2018-12-12,203275,Dezember,Mittwoch,,1
2018-12-13,206016,Dezember,Donnerstag,,1
2018-12-14,200783,Dezember,Freitag,,1
2018-12-15,169548,Dezember,Samstag,,0
2018-12-16,153634,Dezember,Sonntag,,0
2018-12-17,194645,Dezember,Montag,,1
2018-12-18,196350,Dezember,Dienstag,,1
2018-12-19,195779,Dezember,Mittwoch,,1
2018-12-20,183236,Dezember,Donnerstag,,1
2018-12-21,168293,Dezember,Freitag,,1
2018-12-22,139562,Dezember,Samstag,,0
2018-12-23,127697,Dezember,Sonntag,,0
2018-12-24,130757,Dezember,Montag,,1
2018-12-25,127975,Dezember,Dienstag,Erster Weihnachtsfeiertag,0
2018-12-26,129770,Dezember,Mittwoch,Zweiter Weihnachtsfeiertag,0
2018-12-27,147069,Dezember,Donnerstag,,1
2018-12-28,144261,Dezember,Freitag,,1
2018-12-29,139714,Dezember,Samstag,,0
2018-12-30,129681,Dezember,Sonntag,,0
2018-12-31,128805,Dezember,Montag,,1
2019-01-01,124915,Januar,Dienstag,Neujahr,0
2019-01-02,164019,Januar,Mittwoch,,1
2019-01-03,174042,Januar,Donnerstag,,1
2019-01-04,174016,Januar,Freitag,,1
2019-01-05,155259,Januar,Samstag,,0
2019-01-06,141466,Januar,Sonntag,Heilige Drei Koenige,0
2019-01-07,190965,Januar,Montag,,1
2019-01-08,201944,Januar,Dienstag,,1
2019-01-09,203600,Januar,Mittwoch,,1
2019-01-10,205055,Januar,Donnerstag,,1
2019-01-11,208659,Januar,Freitag,,1
2019-01-12,172606,Januar,Samstag,,0
2019-01-13,153243,Januar,Sonntag,,0
2019-01-14,200550,Januar,Montag,,1
2019-01-15,202795,Januar,Dienstag,,1
2019-01-16,196227,Januar,Mittwoch,,1
2019-01-17,201728,Januar,Donnerstag,,1
2019-01-18,197515,Januar,Freitag,,1
2019-01-19,166502,Januar,Samstag,,0
2019-01-20,150455,Januar,Sonntag,,0
2019-01-21,200704,Januar,Montag,,1
2019-01-22,208256,Januar,Dienstag,,1
2019-01-23,213993,Januar,Mittwoch,,1
2019-01-24,212465,Januar,Donnerstag,,1
2019-01-25,204381,Januar,Freitag,,1
2019-01-26,164625,Januar,Samstag,,0
2019-01-27,144861,Januar,Sonntag,,0
2019-01-28,199807,Januar,Montag,,1
2019-01-29,204137,Januar,Dienstag,,1
2019-01-30,206341,Januar,Mittwoch,,1
2019-01-31,204099,Januar,Donnerstag,,1
2019-02-01,198994,Februar,Freitag,,1
2019-02-02,157541,Februar,Samstag,,0
2019-02-03,148988,Februar,Sonntag,,0
2019-02-04,197439,Februar,Montag,,1
2019-02-05,201967,Februar,Dienstag,,1
2019-02-06,204191,Februar,Mittwoch,,1
2019-02-07,204165,Februar,Donnerstag,,1
2019-02-08,194943,Februar,Freitag,,1
2019-02-09,160009,Februar,Samstag,,0
2019-02-10,141995,Februar,Sonntag,,0
2019-02-11,198037,Februar,Montag,,1
2019-02-12,202036,Februar,Dienstag,,1
2019-02-13,199460,Februar,Mittwoch,,1
2019-02-14,195958,Februar,Donnerstag,,1
2019-02-15,190668,Februar,Freitag,,1
2019-02-16,153904,Februar,Samstag,,0
2019-02-17,136244,Februar,Sonntag,,0
2019-02-18,187392,Februar,Montag,,1
2019-02-19,194638,Februar,Dienstag,,1
2019-02-20,191925,Februar,Mittwoch,,1
2019-02-21,189754,Februar,Donnerstag,,1
2019-02-22,185775,Februar,Freitag,,1
2019-02-23,151560,Februar,Samstag,,0
2019-02-24,134578,Februar,Sonntag,,0
2019-02-25,184559,Februar,Montag,,1
2019-02-26,186599,Februar,Dienstag,,1
2019-02-27,187009,Februar,Mittwoch,,1
2019-02-28,183774,Februar,Donnerstag,,1
2019-03-01,183636,Maerz,Freitag,,1
2019-03-02,145560,Maerz,Samstag,,0
2019-03-03,132335,Maerz,Sonntag,,0
2019-03-04,181429,Maerz,Montag,,1
2019-03-05,187479,Maerz,Dienstag,,1
2019-03-06,186116,Maerz,Mittwoch,,1
2019-03-07,186836,Maerz,Donnerstag,,1
2019-03-08,185140,Maerz,Freitag,,1
2019-03-09,153534,Maerz,Samstag,,0
2019-03-10,134550,Maerz,Sonntag,,0
2019-03-11,191153,Maerz,Montag,,1
2019-03-12,190995,Maerz,Dienstag,,1
2019-03-13,195048,Maerz,Mittwoch,,1
2019-03-14,197388,Maerz,Donnerstag,,1
2019-03-15,193305,Maerz,Freitag,,1
2019-03-16,150373,Maerz,Samstag,,0
2019-03-17,139036,Maerz,Sonntag,,0
2019-03-18,190362,Maerz,Montag,,1
2019-03-19,191248,Maerz,Dienstag,,1
2019-03-20,188642,Maerz,Mittwoch,,1
2019-03-21,184526,Maerz,Donnerstag,,1
2019-03-22,180078,Maerz,Freitag,,1
2019-03-23,141867,Maerz,Samstag,,0
2019-03-24,124683,Maerz,Sonntag,,0
2019-03-25,182437,Maerz,Montag,,1
2019-03-26,188176,Maerz,Dienstag,,1
2019-03-27,186477,Maerz,Mittwoch,,1
2019-03-28,180440,Maerz,Donnerstag,,1
2019-03-29,174988,Maerz,Freitag,,1
2019-03-30,139599,Maerz,Samstag,,0
2019-03-31,119484,Maerz,Sonntag,,0
2019-04-01,175439,April,Montag,,1
2019-04-02,182838,April,Dienstag,,1
2019-04-03,187706,April,Mittwoch,,1
2019-04-04,190466,April,Donnerstag,,1
2019-04-05,184720,April,Freitag,,1
2019-04-06,143552,April,Samstag,,0
2019-04-07,127146,April,Sonntag,,0
2019-04-08,178958,April,Montag,,1
2019-04-09,186598,April,Dienstag,,1
2019-04-10,188288,April,Mittwoch,,1
2019-04-11,182856,April,Donnerstag,,1
2019-04-12,181063,April,Freitag,,1
2019-04-13,146944,April,Samstag,,0
2019-04-14,132511,April,Sonntag,,0
2019-04-15,178583,April,Montag,,1
2019-04-16,182745,April,Dienstag,,1
2019-04-17,181643,April,Mittwoch,,1
2019-04-18,172288,April,Donnerstag,,1
2019-04-19,122074,April,Freitag,Karfreitag,0
2019-04-20,120414,April,Samstag,,0
2019-04-21,105260,April,Sonntag,,0
2019-04-22,111421,April,Montag,Ostermontag,0
2019-04-23,164488,April,Dienstag,,1
2019-04-24,170454,April,Mittwoch,,1
2019-04-25,170031,April,Donnerstag,,1
2019-04-26,170050,April,Freitag,,1
2019-04-27,132784,April,Samstag,,0
2019-04-28,117837,April,Sonntag,,0
2019-04-29,169570,April,Montag,,1
2019-04-30,172894,April,Dienstag,,1
2019-05-01,119668,Mai,Mittwoch,Erster Mai,0
2019-05-02,166037,Mai,Donnerstag,,1
2019-05-03,173564,Mai,Freitag,,1
2019-05-04,141386,Mai,Samstag,,0
2019-05-05,126618,Mai,Sonntag,,0
2019-05-06,178534,Mai,Montag,,1
2019-05-07,178613,Mai,Dienstag,,1
2019-05-08,183028,Mai,Mittwoch,,1
2019-05-09,179972,Mai,Donnerstag,,1
2019-05-10,173846,Mai,Freitag,,1
2019-05-11,139148,Mai,Samstag,,0
2019-05-12,121642,Mai,Sonntag,,0
2019-05-13,171861,Mai,Montag,,1
2019-05-14,177040,Mai,Dienstag,,1
2019-05-15,176978,Mai,Mittwoch,,1
2019-05-16,176935,Mai,Donnerstag,,1
2019-05-17,172315,Mai,Freitag,,1
2019-05-18,135158,Mai,Samstag,,0
2019-05-19,119757,Mai,Sonntag,,0
2019-05-20,174192,Mai,Montag,,1
2019-05-21,184328,Mai,Dienstag,,1
2019-05-22,177515,Mai,Mittwoch,,1
2019-05-23,173196,Mai,Donnerstag,,1
2019-05-24,169861,Mai,Freitag,,1
2019-05-25,133112,Mai,Samstag,,0
2019-05-26,115999,Mai,Sonntag,,0
2019-05-27,168322,Mai,Montag,,1
2019-05-28,173986,Mai,Dienstag,,1
2019-05-29,170646,Mai,Mittwoch,,1
2019-05-30,121465,Mai,Donnerstag,Christi Himmelfahrt,0
2019-05-31,139630,Mai,Freitag,,1
2019-06-01,125436,Juni,Samstag,,0
2019-06-02,116229,Juni,Sonntag,,0
2019-06-03,174258,Juni,Montag,,1
2019-06-04,178995,Juni,Dienstag,,1
2019-06-05,181153,Juni,Mittwoch,,1
2019-06-06,177366,Juni,Donnerstag,,1
2019-06-07,168044,Juni,Freitag,,1
2019-06-08,127766,Juni,Samstag,,0
2019-06-09,109143,Juni,Sonntag,,0
2019-06-10,114485,Juni,Montag,Pfingstmontag,0
2019-06-11,161714,Juni,Dienstag,,1
2019-06-12,167243,Juni,Mittwoch,,1
2019-06-13,166824,Juni,Donnerstag,,1
2019-06-14,166756,Juni,Freitag,,1
2019-06-15,131862,Juni,Samstag,,0
2019-06-16,115691,Juni,Sonntag,,0
2019-06-17,163532,Juni,Montag,,1
2019-06-18,173302,Juni,Dienstag,,1
2019-06-19,171149,Juni,Mittwoch,,1
2019-06-20,125580,Juni,Donnerstag,Fronleichnam,0
2019-06-21,142802,Juni,Freitag,,1
2019-06-22,128913,Juni,Samstag,,0
2019-06-23,116386,Juni,Sonntag,,0
2019-06-24,174820,Juni,Montag,,1
2019-06-25,185650,Juni,Dienstag,,1
2019-06-26,188997,Juni,Mittwoch,,1
2019-06-27,187491,Juni,Donnerstag,,1
2019-06-28,177436,Juni,Freitag,,1
2019-06-29,140518,Juni,Samstag,,0
2019-06-30,128453,Juni,Sonntag,,0
2019-07-01,182916,Juli,Montag,,1
2019-07-02,182284,Juli,Dienstag,,1
2019-07-03,180077,Juli,Mittwoch,,1
2019-07-04,176985,Juli,Donnerstag,,1
2019-07-05,175379,Juli,Freitag,,1
2019-07-06,140084,Juli,Samstag,,0
2019-07-07,121316,Juli,Sonntag,,0
2019-07-08,172252,Juli,Montag,,1
2019-07-09,174059,Juli,Dienstag,,1
2019-07-10,173182,Juli,Mittwoch,,1
2019-07-11,175584,Juli,Donnerstag,,1
2019-07-12,174901,Juli,Freitag,,1
2019-07-13,132001,Juli,Samstag,,0
2019-07-14,117279,Juli,Sonntag,,0
2019-07-15,169233,Juli,Montag,,1
2019-07-16,174274,Juli,Dienstag,,1
2019-07-17,175657,Juli,Mittwoch,,1
2019-07-18,175343,Juli,Donnerstag,,1
2019-07-19,174603,Juli,Freitag,,1
2019-07-20,139869,Juli,Samstag,,0
2019-07-21,124083,Juli,Sonntag,,0
2019-07-22,177641,Juli,Montag,,1
2019-07-23,186264,Juli,Dienstag,,1
2019-07-24,191031,Juli,Mittwoch,,1
2019-07-25,189776,Juli,Donnerstag,,1
2019-07-26,186423,Juli,Freitag,,1
2019-07-27,141451,Juli,Samstag,,0
2019-07-28,125099,Juli,Sonntag,,0
2019-07-29,169220,Juli,Montag,,1
2019-07-30,177824,Juli,Dienstag,,1
2019-07-31,173420,Juli,Mittwoch,,1
2019-08-01,168156,August,Donnerstag,,1
2019-08-02,165768,August,Freitag,,1
2019-08-03,129810,August,Samstag,,0
2019-08-04,115009,August,Sonntag,,0
2019-08-05,163133,August,Montag,,1
2019-08-06,168488,August,Dienstag,,1
2019-08-07,166889,August,Mittwoch,,1
2019-08-08,159803,August,Donnerstag,,1
2019-08-09,161708,August,Freitag,,1
2019-08-10,127807,August,Samstag,,0
2019-08-11,114528,August,Sonntag,,0
2019-08-12,154036,August,Montag,,1
2019-08-13,156553,August,Dienstag,,1
2019-08-14,155504,August,Mittwoch,,1
2019-08-15,154009,August,Donnerstag,,1
2019-08-16,146803,August,Freitag,,1
2019-08-17,118743,August,Samstag,,0
2019-08-18,108345,August,Sonntag,,0
2019-08-19,154872,August,Montag,,1
2019-08-20,159561,August,Dienstag,,1
2019-08-21,155999,August,Mittwoch,,1
2019-08-22,156408,August,Donnerstag,,1
2019-08-23,154024,August,Freitag,,1
2019-08-24,121502,August,Samstag,,0
2019-08-25,109090,August,Sonntag,,0
2019-08-26,164648,August,Montag,,1
2019-08-27,172825,August,Dienstag,,1
2019-08-28,173218,August,Mittwoch,,1
2019-08-29,172596,August,Donnerstag,,1
2019-08-30,166892,August,Freitag,,1
2019-08-31,130326,August,Samstag,,0
2019-09-01,116742,September,Sonntag,,0
2019-09-02,163459,September,Montag,,1
2019-09-03,167509,September,Dienstag,,1
2019-09-04,167979,September,Mittwoch,,1
2019-09-05,168290,September,Donnerstag,,1
2019-09-06,164162,September,Freitag,,1
2019-09-07,122450,September,Samstag,,0
2019-09-08,117523,September,Sonntag,,0
2019-09-09,166200,September,Montag,,1
2019-09-10,170614,September,Dienstag,,1
2019-09-11,172090,September,Mittwoch,,1
2019-09-12,170214,September,Donnerstag,,1
2019-09-13,166128,September,Freitag,,1
2019-09-14,129850,September,Samstag,,0
2019-09-15,116111,September,Sonntag,,0
2019-09-16,167823,September,Montag,,1
2019-09-17,174165,September,Dienstag,,1
2019-09-18,170519,September,Mittwoch,,1
2019-09-19,167640,September,Donnerstag,,1
2019-09-20,164179,September,Freitag,,1
2019-09-21,129095,September,Samstag,,0
2019-09-22,117463,September,Sonntag,,0
2019-09-23,171224,September,Montag,,1
2019-09-24,176997,September,Dienstag,,1
2019-09-25,180048,September,Mittwoch,,1
2019-09-26,179719,September,Donnerstag,,1
2019-09-27,177526,September,Freitag,,1
2019-09-28,139930,September,Samstag,,0
2019-09-29,125566,September,Sonntag,,0
2019-09-30,178306,September,Montag,,1
2019-10-01,182326,Oktober,Dienstag,,1
2019-10-02,178415,Oktober,Mittwoch,,1
2019-10-03,131705,Oktober,Donnerstag,Tag der Deutschen Einheit,0
2019-10-04,149838,Oktober,Freitag,,1
2019-10-05,137126,Oktober,Samstag,,0
2019-10-06,126923,Oktober,Sonntag,,0
2019-10-07,176672,Oktober,Montag,,1
2019-10-08,186843,Oktober,Dienstag,,1
2019-10-09,188816,Oktober,Mittwoch,,1
2019-10-10,187265,Oktober,Donnerstag,,1
2019-10-11,180199,Oktober,Freitag,,1
2019-10-12,144377,Oktober,Samstag,,0
2019-10-13,126432,Oktober,Sonntag,,0
2019-10-14,177368,Oktober,Montag,,1
2019-10-15,186115,Oktober,Dienstag,,1
2019-10-16,183030,Oktober,Mittwoch,,1
2019-10-17,182776,Oktober,Donnerstag,,1
2019-10-18,181063,Oktober,Freitag,,1
2019-10-19,144410,Oktober,Samstag,,0
2019-10-20,124508,Oktober,Sonntag,,0
2019-10-21,179808,Oktober,Montag,,1
2019-10-22,184958,Oktober,Dienstag,,1
2019-10-23,184872,Oktober,Mittwoch,,1
2019-10-24,182242,Oktober,Donnerstag,,1
2019-10-25,177075,Oktober,Freitag,,1
2019-10-26,140333,Oktober,Samstag,,0
2019-10-27,131688,Oktober,Sonntag,,0
2019-10-28,179969,Oktober,Montag,,1
2019-10-29,186058,Oktober,Dienstag,,1
2019-10-30,184980,Oktober,Mittwoch,,1
2019-10-31,176362,Oktober,Donnerstag,,1
2019-11-01,131805,November,Freitag,Allerheiligen,0
2019-11-02,131727,November,Samstag,,0
2019-11-03,124909,November,Sonntag,,0
2019-11-04,177365,November,Montag,,1
2019-11-05,182435,November,Dienstag,,1
2019-11-06,184958,November,Mittwoch,,1
2019-11-07,186447,November,Donnerstag,,1
2019-11-08,186949,November,Freitag,,1
2019-11-09,148978,November,Samstag,,0
2019-11-10,135294,November,Sonntag,,0
2019-11-11,191048,November,Montag,,1
2019-11-12,194756,November,Dienstag,,1
2019-11-13,194210,November,Mittwoch,,1
2019-11-14,194363,November,Donnerstag,,1
2019-11-15,193148,November,Freitag,,1
2019-11-16,154797,November,Samstag,,0
2019-11-17,143323,November,Sonntag,,0
2019-11-18,191342,November,Montag,,1
2019-11-19,199507,November,Dienstag,,1
2019-11-20,200199,November,Mittwoch,,1
2019-11-21,195292,November,Donnerstag,,1
2019-11-22,193711,November,Freitag,,1
2019-11-23,158095,November,Samstag,,0
2019-11-24,141983,November,Sonntag,,0
2019-11-25,191706,November,Montag,,1
2019-11-26,195141,November,Dienstag,,1
2019-11-27,195733,November,Mittwoch,,1
2019-11-28,195084,November,Donnerstag,,1
2019-11-29,191503,November,Freitag,,1
2019-11-30,149906,November,Samstag,,0
2019-12-01,141896,Dezember,Sonntag,,0
2019-12-02,193991,Dezember,Montag,,1
2019-12-03,198072,Dezember,Dienstag,,1
2019-12-04,202214,Dezember,Mittwoch,,1
2019-12-05,202925,Dezember,Donnerstag,,1
2019-12-06,196841,Dezember,Freitag,,1
2019-12-07,156925,Dezember,Samstag,,0
2019-12-08,142067,Dezember,Sonntag,,0
2019-12-09,191866,Dezember,Montag,,1
2019-12-10,196662,Dezember,Dienstag,,1
2019-12-11,201739,Dezember,Mittwoch,,1
2019-12-12,195148,Dezember,Donnerstag,,1
2019-12-13,190317,Dezember,Freitag,,1
2019-12-14,151965,Dezember,Samstag,,0
2019-12-15,136786,Dezember,Sonntag,,0
2019-12-16,177823,Dezember,Montag,,1
2019-12-17,181540,Dezember,Dienstag,,1
2019-12-18,176395,Dezember,Mittwoch,,1
2019-12-19,170210,Dezember,Donnerstag,,1
2019-12-20,159475,Dezember,Freitag,,1
2019-12-21,133798,Dezember,Samstag,,0
2019-12-22,124058,Dezember,Sonntag,,0
2019-12-23,136608,Dezember,Montag,,1
2019-12-24,123536,Dezember,Dienstag,,1
2019-12-25,115236,Dezember,Mittwoch,Erster Weihnachtsfeiertag,0
2019-12-26,114846,Dezember,Donnerstag,Zweiter Weihnachtsfeiertag,0
2019-12-27,129551,Dezember,Freitag,,1
2019-12-28,125395,Dezember,Samstag,,0
2019-12-29,121331,Dezember,Sonntag,,0
2019-12-30,137130,Dezember,Montag,,1
2019-12-31,131060,Dezember,Dienstag,,1
2020-01-01,120931,Januar,Mittwoch,Neujahr,0
