datum,verbrauch,arbeitstag,temperatur,tagesstunden
2017-06-01,0.6011218060767085,1.0,0.7458432304038004,0.9620253164556962
2017-06-02,0.5864621934260921,1.0,0.7790973871733967,0.9620253164556962
2017-06-03,0.264230389757693,0.0,0.7672209026128266,0.9746835443037976
2017-06-04,0.03983033071526787,0.0,0.6365795724465558,0.9746835443037976
2017-06-05,0.04574234196440363,0.0,0.6175771971496437,0.9746835443037976
2017-06-06,0.4881099432105096,1.0,0.5795724465558194,0.9746835443037976
2017-06-07,0.5380707110727854,1.0,0.5463182897862232,0.9746835443037976
2017-06-08,0.5252522898361573,1.0,0.669833729216152,0.9746835443037976
2017-06-09,0.5241102850350758,1.0,0.6888361045130641,0.9873417721518989
2017-06-10,0.22274531739187853,0.0,0.7149643705463183,0.9873417721518989
2017-06-11,0.1036194560328152,0.0,0.7885985748218527,0.9873417721518989
2017-06-12,0.5458938323972002,1.0,0.7363420427553444,0.9873417721518989
2017-06-13,0.569029140544278,1.0,0.7149643705463183,0.9873417721518989
2017-06-14,0.5386300603631109,1.0,0.7482185273159145,1.0000000000000002
2017-06-15,0.22328136046177405,0.0,0.8076009501187649,1.0000000000000002
2017-06-16,0.3758671856185083,1.0,0.6888361045130641,1.0000000000000002
2017-06-17,0.2216421562915143,0.0,0.6555819477434679,1.0000000000000002
2017-06-18,0.1256438343393852,0.0,0.7173396674584323,1.0000000000000002
2017-06-19,0.5923897421555147,1.0,0.821852731591449,1.0000000000000002
2017-06-20,0.6705432679982288,1.0,0.8717339667458432,1.0000000000000002
2017-06-21,0.6773486843638568,1.0,0.8764845605700712,1.0000000000000002
2017-06-22,0.675406499328004,1.0,0.8883610451306413,1.0000000000000002
2017-06-23,0.6442383138726393,1.0,0.7933491686460807,1.0000000000000002
2017-06-24,0.318184290053682,0.0,0.7363420427553444,1.0000000000000002
2017-06-25,0.16319792419263368,0.0,0.7315914489311164,1.0000000000000002
2017-06-26,0.6036155716627436,1.0,0.7980997624703088,1.0000000000000002
