datum,luftfeuchtigkeit,durchschnittstemperatur,sichtweite,wetter,hoechsttemperatur,windgeschwindigkeit,tiefsttemperatur,sonnenaufgang,sonnenuntergang,niederschlag
2016-09-30,75.0,16.9,9.9,Partly cloudy,21.5,18.7,11.8,06:21 AM,06:04 PM,0.3
2016-10-01,84.0,15.4,7.6,Light rain shower,18.0,16.2,11.3,06:23 AM,06:02 PM,5.7
2016-10-02,80.0,12.6,8.4,Patchy light drizzle,15.6,19.1,7.3,06:24 AM,06:00 PM,0.5
2016-10-03,86.0,10.4,8.9,Light rain shower,13.3,20.5,5.5,06:26 AM,05:57 PM,1.5
2016-10-04,88.0,9.9,5.5,Light drizzle,12.6,18.4,4.0,06:27 AM,05:55 PM,0.5
2016-10-05,80.0,7.5,10.0,Sunny,10.9,21.2,3.1,06:29 AM,05:53 PM,0.1
2016-10-06,89.0,7.4,5.0,Light drizzle,9.3,11.2,2.3,06:30 AM,05:51 PM,0.6
2016-10-07,88.0,9.7,5.4,Light rain shower,12.3,10.1,4.5,06:32 AM,05:49 PM,0.8
2016-10-08,87.0,7.9,9.8,Light rain shower,11.2,9.4,2.5,06:33 AM,05:47 PM,1.1
2016-10-09,85.0,7.6,6.8,Patchy rain possible,11.3,11.2,1.1,06:35 AM,05:45 PM,0.5
2016-10-10,80.0,6.8,10.0,Sunny,11.2,9.7,-0.1,06:36 AM,05:43 PM,0.0
2016-10-11,85.0,6.3,9.0,Light rain shower,10.2,12.2,0.6,06:38 AM,05:41 PM,1.0
2016-10-12,85.0,6.2,5.5,Freezing fog,9.9,13.7,-0.1,06:39 AM,05:39 PM,0.0
2016-10-13,86.0,6.7,9.0,Cloudy,10.7,22.0,0.7,06:41 AM,05:37 PM,0.0
2016-10-14,86.0,9.9,8.0,Partly cloudy,13.6,10.1,4.2,06:42 AM,05:35 PM,0.0
2016-10-15,87.0,12.0,8.8,Light rain,15.7,11.2,7.5,06:44 AM,05:33 PM,4.4
2016-10-16,83.0,13.0,10.0,Overcast,18.5,7.9,5.5,06:45 AM,05:31 PM,0.0
2016-10-17,84.0,13.2,8.5,Moderate or heavy rain shower,16.9,8.6,9.8,06:47 AM,05:30 PM,5.6
2016-10-18,93.0,10.7,8.5,Light rain shower,13.3,10.4,8.6,06:48 AM,05:28 PM,7.74
2016-10-19,86.0,8.7,9.8,Patchy light rain,10.9,22.7,5.7,06:50 AM,05:26 PM,3.0
2016-10-20,88.0,7.4,6.4,Light rain,9.6,22.7,5.0,06:52 AM,05:24 PM,4.5
2016-10-21,87.0,6.0,9.3,Patchy light rain,8.8,13.7,2.6,06:53 AM,05:22 PM,8.2
2016-10-22,85.0,6.6,10.0,Cloudy,9.9,13.7,2.2,06:55 AM,05:20 PM,0.0
2016-10-23,82.0,8.1,9.9,Overcast,12.6,9.7,2.6,06:56 AM,05:18 PM,1.7
2016-10-24,83.0,12.4,9.5,Light rain shower,14.5,11.9,7.9,06:58 AM,05:16 PM,6.1
2016-10-25,93.0,12.0,4.9,Heavy rain at times,13.9,11.9,8.7,06:59 AM,05:15 PM,25.2
2016-10-26,89.0,10.2,6.8,Fog,12.8,7.2,6.2,07:01 AM,05:13 PM,0.2
2016-10-27,87.0,9.0,7.0,Mist,13.4,4.7,2.9,07:03 AM,05:11 PM,0.0
2016-10-28,84.0,8.8,10.0,Partly cloudy,14.2,5.8,2.7,07:04 AM,05:09 PM,0.0
2016-10-29,92.0,8.8,5.0,Mist,12.2,5.8,4.7,07:06 AM,05:08 PM,0.0
2016-10-30,87.0,8.3,6.8,Mist,12.6,6.8,3.8,07:07 AM,05:06 PM,0.0
2016-10-31,85.0,8.0,8.0,Mist,11.9,9.4,3.3,07:09 AM,05:04 PM,0.0
2016-11-01,79.0,9.6,10.0,Cloudy,14.8,8.6,4.9,07:11 AM,05:03 PM,0.0
2016-11-02,89.0,6.3,7.8,Fog,8.5,16.2,3.0,07:12 AM,05:01 PM,0.1
2016-11-03,85.0,4.6,9.0,Mist,8.9,5.4,-0.7,07:14 AM,04:59 PM,0.0
2016-11-04,75.0,5.7,10.0,Overcast,10.0,10.4,0.8,07:15 AM,04:58 PM,0.0
2016-11-05,90.0,8.5,6.6,Moderate rain,12.2,14.8,5.4,07:17 AM,04:56 PM,7.4
2016-11-06,91.0,4.2,5.6,Light rain,5.5,15.5,0.7,07:19 AM,04:55 PM,4.4
2016-11-07,85.0,2.8,7.4,Moderate or heavy snow showers,5.6,11.9,-0.3,07:20 AM,04:53 PM,1.0
2016-11-08,79.0,1.8,8.6,Heavy snow,5.3,12.6,-1.5,07:22 AM,04:52 PM,0.7
2016-11-09,82.0,2.5,9.6,Patchy light snow,5.8,24.5,-1.7,07:23 AM,04:50 PM,4.6
2016-11-10,91.0,4.6,7.4,Light rain shower,6.2,25.9,3.0,07:25 AM,04:49 PM,7.9
2016-11-11,95.0,3.2,6.6,Moderate or heavy rain with thunder,4.1,23.8,0.7,07:27 AM,04:48 PM,27.8
2016-11-12,89.0,1.7,8.8,Patchy light snow,4.3,7.6,-1.6,07:28 AM,04:46 PM,0.1
2016-11-13,86.0,2.1,10.0,Overcast,5.5,10.4,-1.9,07:30 AM,04:45 PM,0.0
2016-11-14,71.0,0.5,10.0,Overcast,4.6,10.4,-2.8,07:31 AM,04:44 PM,0.0
2016-11-15,65.0,2.8,8.8,Light rain,5.1,10.1,-1.1,07:33 AM,04:43 PM,2.4
2016-11-16,95.0,7.0,8.0,Moderate rain,8.9,13.3,3.3,07:34 AM,04:42 PM,10.2
2016-11-17,91.0,8.3,7.4,Patchy light drizzle,10.1,20.5,6.6,07:36 AM,04:40 PM,1.49
2016-11-18,88.0,9.5,8.1,Moderate rain,10.6,27.0,6.5,07:37 AM,04:39 PM,13.24
2016-11-19,91.0,5.3,7.4,Moderate rain,6.2,18.7,1.9,07:39 AM,04:38 PM,12.4
2016-11-20,79.0,6.4,10.0,Sunny,10.2,18.0,1.6,07:40 AM,04:37 PM,0.0
2016-11-21,79.0,8.5,10.0,Cloudy,10.7,10.8,5.3,07:42 AM,04:36 PM,0.1
2016-11-22,88.0,8.6,9.0,Mist,11.4,7.6,6.7,07:43 AM,04:35 PM,0.0
2016-11-23,87.0,8.5,10.0,Overcast,12.5,7.6,5.5,07:45 AM,04:34 PM,0.0
2016-11-24,91.0,6.3,7.0,Mist,9.7,13.7,2.9,07:46 AM,04:34 PM,0.0
2016-11-25,90.0,5.2,9.0,Light drizzle,7.2,23.8,2.6,07:48 AM,04:33 PM,0.3
2016-11-26,89.0,6.4,8.0,Mist,8.7,7.9,4.7,07:49 AM,04:32 PM,0.1
2016-11-27,89.0,5.1,8.0,Light drizzle,7.0,13.3,2.6,07:50 AM,04:31 PM,0.4
2016-11-28,75.0,-0.3,9.6,Sunny,2.4,20.9,-2.8,07:52 AM,04:31 PM,0.1
2016-11-29,58.0,-0.3,10.0,Sunny,2.1,18.7,-3.8,07:53 AM,04:30 PM,0.0
2016-11-30,50.0,0.1,10.0,Partly cloudy,5.2,8.3,-3.0,07:54 AM,04:29 PM,0.0
2016-12-01,64.0,1.4,10.0,Partly cloudy,5.4,9.0,-1.6,07:56 AM,04:29 PM,0.0
2016-12-02,93.0,1.2,5.5,Freezing fog,5.1,9.4,-1.1,07:57 AM,04:29 PM,0.3
2016-12-03,80.0,-0.4,8.6,Patchy snow possible,3.1,13.0,-3.2,07:58 AM,04:28 PM,0.2
2016-12-04,69.0,-1.4,10.0,Sunny,2.7,10.1,-3.4,07:59 AM,04:28 PM,0.0
2016-12-05,70.0,1.9,10.0,Sunny,6.9,8.3,-3.7,08:00 AM,04:27 PM,0.0
2016-12-06,79.0,1.6,10.0,Partly cloudy,5.9,5.8,-2.1,08:01 AM,04:27 PM,0.0
2016-12-07,68.0,1.1,10.0,Partly cloudy,5.2,8.3,-2.1,08:02 AM,04:27 PM,0.0
2016-12-08,45.0,2.7,10.0,Partly cloudy,7.3,10.1,-0.3,08:04 AM,04:27 PM,0.0
2016-12-09,60.0,3.6,10.0,Partly cloudy,8.2,10.4,1.1,08:05 AM,04:27 PM,0.0
2016-12-10,60.0,4.2,10.0,Sunny,8.8,7.6,2.1,08:05 AM,04:27 PM,0.0
2016-12-11,83.0,3.8,8.3,Patchy light rain,6.2,22.3,1.3,08:06 AM,04:27 PM,1.7
2016-12-12,94.0,3.5,6.0,Light drizzle,6.1,15.5,1.7,08:07 AM,04:27 PM,0.5
2016-12-13,80.0,3.0,10.0,Cloudy,6.5,8.6,0.8,08:08 AM,04:27 PM,0.0
2016-12-14,77.0,4.0,10.0,Cloudy,8.0,5.4,1.5,08:09 AM,04:27 PM,0.0
2016-12-15,92.0,2.4,7.0,Mist,5.2,11.9,0.6,08:10 AM,04:27 PM,0.0
2016-12-16,89.0,1.6,7.0,Mist,4.7,11.2,-0.5,08:11 AM,04:27 PM,0.0
2016-12-17,75.0,1.9,10.0,Overcast,5.7,3.6,-0.6,08:11 AM,04:27 PM,0.0
2016-12-18,80.0,1.1,9.4,Light snow,4.0,5.4,-0.9,08:12 AM,04:28 PM,0.1
2016-12-19,91.0,-0.3,7.6,Patchy light snow,2.5,17.3,-2.2,08:13 AM,04:28 PM,0.5
2016-12-20,81.0,0.4,8.0,Sunny,3.3,11.2,-2.5,08:13 AM,04:29 PM,0.0
2016-12-21,76.0,2.1,10.0,Sunny,6.0,5.0,-0.4,08:14 AM,04:29 PM,0.0
2016-12-22,74.0,2.9,9.4,Sunny,6.9,7.6,0.6,08:14 AM,04:30 PM,0.4
2016-12-23,90.0,2.5,8.0,Mist,5.5,9.0,0.9,08:15 AM,04:30 PM,0.5
2016-12-24,92.0,3.8,8.0,Light drizzle,6.5,19.8,0.5,08:15 AM,04:31 PM,0.6
2016-12-25,90.0,5.2,9.0,Cloudy,5.9,23.8,3.7,08:15 AM,04:32 PM,0.6
2016-12-26,92.0,6.5,8.0,Light drizzle,8.7,18.4,3.6,08:16 AM,04:32 PM,0.5
2016-12-27,91.0,1.6,6.8,Mist,3.7,13.0,-0.2,08:16 AM,04:33 PM,0.0
2016-12-28,92.0,1.4,8.0,Mist,4.3,4.7,-0.4,08:16 AM,04:34 PM,0.0
2016-12-29,90.0,1.6,9.0,Mist,4.7,10.8,-1.4,08:16 AM,04:35 PM,0.0
2016-12-30,60.0,2.5,10.0,Sunny,6.8,6.8,-0.6,08:16 AM,04:36 PM,0.0
2016-12-31,34.0,2.5,10.0,Sunny,6.9,7.6,0.1,08:16 AM,04:37 PM,0.0
2017-01-01,40.0,2.2,10.0,Sunny,6.0,7.6,-0.7,08:16 AM,04:37 PM,0.0
2017-01-02,82.0,-2.1,6.4,Heavy snow,0.0,13.0,-3.6,08:16 AM,04:39 PM,1.8
2017-01-03,91.0,-2.0,6.8,Mist,1.0,16.6,-4.6,08:16 AM,04:40 PM,0.0
2017-01-04,89.0,-0.2,3.3,Heavy snow,0.6,34.9,-2.6,08:16 AM,04:41 PM,7.6
2017-01-05,96.0,-3.7,5.5,Moderate or heavy snow showers,-2.5,16.6,-6.3,08:16 AM,04:42 PM,5.0
2017-01-06,94.0,-10.5,5.4,Mist,-7.0,8.6,-14.0,08:15 AM,04:43 PM,0.4
2017-01-07,83.0,-7.0,9.0,Overcast,-4.5,7.9,-13.4,08:15 AM,04:44 PM,0.4
2017-01-08,96.0,-2.4,3.8,Heavy snow,-0.4,9.4,-4.8,08:15 AM,04:45 PM,3.5
2017-01-09,95.0,-2.4,10.0,Light snow,0.8,9.0,-5.9,08:14 AM,04:47 PM,0.1
2017-01-10,95.0,-2.0,5.8,Heavy snow,0.1,11.2,-5.8,08:14 AM,04:48 PM,1.4
2017-01-11,95.0,-0.0,5.3,Light sleet,2.3,27.7,-2.7,08:13 AM,04:49 PM,1.7
2017-01-12,96.0,2.2,8.4,Light sleet,3.5,18.0,1.6,08:13 AM,04:51 PM,3.7
2017-01-13,89.0,-1.2,7.1,Heavy snow,-0.6,47.9,-2.6,08:12 AM,04:52 PM,3.7
2017-01-14,94.0,-1.3,4.6,Moderate or heavy snow showers,-0.2,23.8,-3.5,08:12 AM,04:53 PM,4.1
2017-01-15,96.0,-3.4,4.3,Moderate or heavy snow showers,-1.1,12.6,-6.1,08:11 AM,04:55 PM,4.1
2017-01-16,97.0,-5.0,4.3,Moderate snow,-3.1,13.7,-7.7,08:10 AM,04:56 PM,1.66
2017-01-17,95.0,-6.4,7.4,Moderate snow,-4.6,19.8,-10.4,08:09 AM,04:58 PM,0.9
2017-01-18,94.0,-6.0,10.0,Light snow,-4.3,22.0,-8.2,08:09 AM,04:59 PM,0.2
2017-01-19,95.0,-7.8,5.5,Patchy light snow,-5.2,10.8,-10.1,08:08 AM,05:01 PM,0.0
2017-01-20,94.0,-7.9,5.8,Mist,-4.0,8.3,-12.0,08:07 AM,05:02 PM,0.0
2017-01-21,91.0,-6.3,10.0,Sunny,-2.1,7.9,-10.5,08:06 AM,05:04 PM,0.0
2017-01-22,88.0,-6.4,9.0,Mist,-0.7,7.9,-12.9,08:05 AM,05:05 PM,0.0
2017-01-23,92.0,-8.9,6.5,Freezing fog,-1.2,5.0,-14.7,08:04 AM,05:07 PM,0.0
2017-01-24,96.0,-7.9,6.3,Light snow,-5.5,7.6,-13.8,08:03 AM,05:09 PM,0.2
2017-01-25,95.0,-9.0,5.3,Light snow,-5.8,12.6,-13.5,08:02 AM,05:10 PM,0.2
2017-01-26,95.0,-5.1,7.0,Light snow,-2.1,12.6,-9.8,08:01 AM,05:12 PM,0.0
2017-01-27,88.0,-1.7,10.0,Partly cloudy,2.8,9.7,-5.6,07:59 AM,05:13 PM,0.0
2017-01-28,86.0,-1.2,9.0,Mist,3.6,8.3,-5.5,07:58 AM,05:15 PM,0.0
2017-01-29,88.0,0.7,9.0,Mist,4.0,9.4,-2.2,07:57 AM,05:17 PM,0.0
2017-01-30,92.0,2.5,7.9,Light rain,3.5,15.5,-0.6,07:56 AM,05:18 PM,2.2
2017-01-31,97.0,2.9,5.0,Moderate rain,4.0,15.1,0.4,07:55 AM,05:20 PM,9.6
2017-02-01,96.0,2.4,3.0,Mist,5.4,8.6,-0.7,07:53 AM,05:22 PM,0.0
2017-02-02,88.0,5.5,10.0,Sunny,8.0,10.8,2.0,07:52 AM,05:23 PM,0.0
2017-02-03,91.0,5.9,9.6,Light rain,7.8,13.3,3.2,07:50 AM,05:25 PM,4.0
2017-02-04,88.0,3.9,9.1,Light rain,6.3,31.7,0.1,07:49 AM,05:27 PM,2.7
2017-02-05,87.0,4.5,7.9,Light drizzle,7.1,17.3,1.2,07:48 AM,05:28 PM,1.9
2017-02-06,92.0,3.4,5.8,Light sleet,4.8,8.3,1.3,07:46 AM,05:30 PM,0.8
2017-02-07,87.0,3.8,6.9,Light drizzle,6.3,5.8,0.1,07:45 AM,05:31 PM,0.8
2017-02-08,89.0,2.4,8.9,Light snow,4.8,11.9,0.0,07:43 AM,05:33 PM,0.3
2017-02-09,80.0,-0.2,8.0,Partly cloudy,1.8,16.2,-2.5,07:41 AM,05:35 PM,0.0
2017-02-10,81.0,1.0,8.4,Patchy heavy snow,3.7,8.3,-2.1,07:40 AM,05:36 PM,1.3
2017-02-11,81.0,3.3,10.0,Overcast,7.0,10.8,-1.3,07:38 AM,05:38 PM,0.1
2017-02-12,86.0,2.3,8.0,Mist,6.2,13.7,-1.7,07:37 AM,05:40 PM,0.3
2017-02-13,84.0,1.5,10.0,Partly cloudy,4.5,19.8,-1.6,07:35 AM,05:41 PM,0.0
2017-02-14,83.0,4.8,7.0,Mist,10.5,9.7,-0.8,07:33 AM,05:43 PM,0.0
2017-02-15,75.0,7.3,10.0,Sunny,12.7,6.8,1.0,07:31 AM,05:45 PM,0.0
2017-02-16,79.0,7.4,10.0,Overcast,11.6,7.6,2.2,07:30 AM,05:46 PM,0.2
2017-02-17,92.0,5.7,8.0,Light rain,7.6,16.2,3.5,07:28 AM,05:48 PM,10.0
2017-02-18,89.0,4.8,7.4,Fog,7.6,6.5,1.4,07:26 AM,05:49 PM,1.7
2017-02-19,82.0,5.0,10.0,Partly cloudy,7.7,10.1,2.2,07:24 AM,05:51 PM,0.0
2017-02-20,88.0,5.8,7.9,Overcast,8.1,20.5,2.2,07:22 AM,05:53 PM,2.7
2017-02-21,94.0,8.3,7.0,Moderate rain,8.8,27.7,6.5,07:21 AM,05:54 PM,15.6
2017-02-22,87.0,8.1,8.4,Overcast,9.1,33.1,6.8,07:19 AM,05:56 PM,0.8
2017-02-23,78.0,9.8,7.9,Light drizzle,13.2,33.1,5.9,07:17 AM,05:57 PM,1.8
2017-02-24,83.0,3.9,9.9,Light sleet showers,5.5,37.1,0.7,07:15 AM,05:59 PM,2.0
2017-02-25,74.0,5.1,10.0,Sunny,8.9,9.0,0.7,07:13 AM,06:01 PM,0.1
2017-02-26,69.0,6.0,10.0,Overcast,10.3,11.5,1.4,07:11 AM,06:02 PM,0.1
2017-02-27,79.0,8.3,9.9,Sunny,12.0,18.7,2.6,07:09 AM,06:04 PM,0.5
2017-02-28,85.0,5.5,8.6,Heavy rain,8.3,31.7,2.7,07:07 AM,06:05 PM,20.7
2017-03-01,83.0,5.1,8.5,Light sleet,7.1,33.1,1.9,07:05 AM,06:07 PM,3.5
2017-03-02,80.0,6.0,8.8,Patchy light drizzle,7.7,33.1,2.4,07:03 AM,06:08 PM,5.7
2017-03-03,78.0,6.8,10.0,Overcast,11.4,15.5,0.8,07:01 AM,06:10 PM,0.0
2017-03-04,81.0,9.8,9.9,Cloudy,15.2,18.7,3.3,06:59 AM,06:12 PM,1.4
2017-03-05,82.0,6.4,9.5,Light rain,9.0,24.5,3.2,06:57 AM,06:13 PM,6.0
2017-03-06,85.0,5.6,7.6,Light rain shower,7.4,29.5,2.1,06:55 AM,06:15 PM,4.5
2017-03-07,93.0,3.8,8.4,Light sleet showers,5.0,23.8,0.7,06:53 AM,06:16 PM,10.7
2017-03-08,86.0,4.9,7.6,Light rain,8.0,26.6,0.3,06:51 AM,06:18 PM,6.3
2017-03-09,94.0,8.9,8.3,Moderate rain,9.6,22.0,7.2,06:49 AM,06:19 PM,17.7
2017-03-10,85.0,5.8,8.6,Fog,9.1,19.1,2.7,06:47 AM,06:21 PM,0.7
2017-03-11,80.0,7.0,10.0,Sunny,11.6,11.2,0.5,06:45 AM,06:22 PM,0.0
2017-03-12,81.0,6.3,10.0,Partly cloudy,10.5,15.1,0.5,06:43 AM,06:24 PM,0.0
2017-03-13,77.0,5.9,10.0,Partly cloudy,10.5,10.1,-0.4,06:41 AM,06:25 PM,0.0
2017-03-14,79.0,8.4,10.0,Partly cloudy,12.8,8.6,1.4,06:38 AM,06:27 PM,0.0
2017-03-15,89.0,8.1,9.0,Overcast,12.3,5.4,2.8,06:36 AM,06:28 PM,0.2
2017-03-16,80.0,10.8,7.0,Mist,17.6,9.7,2.6,06:34 AM,06:30 PM,0.0
2017-03-17,84.0,11.2,10.0,Light rain shower,15.4,28.1,6.7,06:32 AM,06:31 PM,2.8
2017-03-18,89.0,7.5,7.0,Moderate rain,8.3,35.3,6.1,06:30 AM,06:33 PM,11.4
2017-03-19,91.0,10.9,9.1,Moderate rain,12.6,25.6,8.1,06:28 AM,06:35 PM,8.7
2017-03-20,85.0,10.5,8.0,Mist,13.2,15.8,7.2,06:26 AM,06:36 PM,0.3
2017-03-21,88.0,9.2,8.8,Light rain,12.4,17.3,5.2,06:24 AM,06:38 PM,4.5
2017-03-22,88.0,6.2,6.5,Light rain,8.3,10.8,3.7,06:22 AM,06:39 PM,6.1
2017-03-23,87.0,9.5,8.8,Light rain,13.0,16.6,4.6,06:20 AM,06:41 PM,2.4
2017-03-24,88.0,8.7,8.0,Cloudy,11.7,19.4,4.8,06:17 AM,06:42 PM,0.0
2017-03-25,84.0,8.0,9.0,Partly cloudy,12.1,25.2,2.2,06:15 AM,06:44 PM,0.0
2017-03-26,80.0,8.3,10.0,Partly cloudy,11.6,15.1,2.7,06:13 AM,06:45 PM,0.0
2017-03-27,73.0,9.7,10.0,Sunny,15.7,14.0,1.6,06:11 AM,06:47 PM,0.0
2017-03-28,79.0,13.2,9.6,Patchy rain possible,17.6,7.9,6.7,06:09 AM,06:48 PM,2.8
2017-03-29,83.0,12.9,8.8,Patchy rain possible,16.4,13.7,7.3,06:07 AM,06:50 PM,1.8
2017-03-30,83.0,14.3,6.8,Mist,18.7,9.7,5.6,06:05 AM,06:51 PM,0.0
2017-03-31,74.0,16.7,10.0,Sunny,21.7,9.0,9.4,06:03 AM,06:53 PM,0.8
2017-04-01,83.0,13.4,9.0,Moderate or heavy rain shower,16.7,14.4,8.0,06:01 AM,06:54 PM,11.2
2017-04-02,92.0,10.7,8.5,Light rain shower,13.9,14.8,6.5,05:59 AM,06:56 PM,5.8
2017-04-03,90.0,11.4,7.1,Light rain shower,14.5,13.7,6.3,05:57 AM,06:57 PM,5.1
2017-04-04,82.0,10.4,7.8,Light rain shower,13.4,9.4,4.3,05:55 AM,06:59 PM,3.4
2017-04-05,81.0,10.2,9.9,Cloudy,12.7,12.6,3.2,05:53 AM,07:00 PM,0.8
2017-04-06,85.0,6.2,7.4,Light rain shower,8.2,14.4,2.9,05:51 AM,07:02 PM,1.8
2017-04-07,83.0,9.3,9.0,Partly cloudy,12.4,13.3,2.1,05:49 AM,07:03 PM,0.0
2017-04-08,81.0,13.1,8.0,Sunny,18.0,7.2,3.3,05:47 AM,07:05 PM,0.0
2017-04-09,77.0,17.3,10.0,Sunny,22.2,6.5,7.0,05:45 AM,07:06 PM,0.0
2017-04-10,79.0,15.8,9.4,Moderate or heavy rain shower,19.5,20.2,9.8,05:43 AM,07:08 PM,7.1
2017-04-11,82.0,9.1,9.0,Cloudy,11.4,10.4,5.6,05:41 AM,07:09 PM,1.1
2017-04-12,75.0,12.3,10.0,Overcast,16.0,18.7,4.4,05:39 AM,07:11 PM,0.0
2017-04-13,85.0,10.6,10.0,Light rain shower,13.1,20.2,6.9,05:37 AM,07:12 PM,1.4
2017-04-14,80.0,10.1,10.0,Light rain shower,12.7,11.5,4.3,05:35 AM,07:14 PM,0.3
2017-04-15,84.0,10.7,10.0,Light rain shower,13.1,22.3,5.9,05:33 AM,07:15 PM,2.0
2017-04-16,86.0,7.7,8.6,Light rain,9.3,18.4,2.8,05:31 AM,07:17 PM,5.6
2017-04-17,90.0,6.5,7.6,Moderate or heavy rain with thunder,9.2,25.9,1.6,05:29 AM,07:18 PM,14.3
2017-04-18,90.0,2.8,6.9,Moderate or heavy snow with thunder,4.7,20.5,-0.2,05:27 AM,07:20 PM,7.8
2017-04-19,89.0,2.3,5.9,Moderate or heavy snow showers,4.3,19.1,-3.8,05:25 AM,07:21 PM,6.9
2017-04-20,73.0,3.9,9.6,Moderate or heavy snow showers,7.8,10.4,-4.3,05:23 AM,07:23 PM,0.2
2017-04-21,67.0,8.6,10.0,Sunny,12.5,9.7,-0.5,05:21 AM,07:24 PM,0.0
2017-04-22,88.0,8.6,8.8,Light rain shower,10.6,20.9,2.6,05:19 AM,07:26 PM,2.5
2017-04-23,80.0,6.3,9.0,Overcast,8.7,11.2,0.8,05:17 AM,07:27 PM,0.2
2017-04-24,72.0,10.9,10.0,Sunny,16.4,8.3,1.3,05:16 AM,07:29 PM,0.0
2017-04-25,87.0,9.2,9.1,Moderate rain,11.4,16.9,3.6,05:14 AM,07:30 PM,11.2
2017-04-26,94.0,4.7,4.4,Heavy snow,6.4,8.6,0.4,05:12 AM,07:32 PM,18.7
2017-04-27,91.0,5.6,7.8,Moderate or heavy sleet,7.2,9.0,2.0,05:10 AM,07:33 PM,11.5
2017-04-28,83.0,6.7,8.8,Light sleet,9.3,13.3,1.2,05:08 AM,07:35 PM,4.2
2017-04-29,78.0,9.1,10.0,Light rain shower,12.4,9.4,0.0,05:07 AM,07:36 PM,0.7
2017-04-30,79.0,11.0,10.0,Sunny,14.9,22.0,2.7,05:05 AM,07:38 PM,0.0
2017-05-01,93.0,6.8,5.6,Moderate rain,7.3,20.2,5.2,05:03 AM,07:39 PM,13.4
2017-05-02,84.0,9.9,8.8,Moderate rain,13.3,18.7,5.2,05:01 AM,07:40 PM,11.6
2017-05-03,90.0,10.3,9.0,Light rain shower,12.9,7.2,4.4,05:00 AM,07:42 PM,11.0
2017-05-04,91.0,10.6,8.8,Light rain shower,12.7,9.4,3.2,04:58 AM,07:43 PM,4.2
2017-05-05,87.0,11.9,7.6,Light rain shower,14.4,10.8,5.0,04:56 AM,07:45 PM,0.5
2017-05-06,85.0,13.8,7.9,Light rain shower,18.2,15.5,5.9,04:55 AM,07:46 PM,2.3
2017-05-07,94.0,11.5,6.4,Light rain,12.2,17.6,8.4,04:53 AM,07:48 PM,9.4
2017-05-08,95.0,8.7,6.5,Moderate rain,9.4,16.9,5.0,04:52 AM,07:49 PM,17.4
2017-05-09,85.0,8.9,7.0,Light rain shower,10.9,8.3,3.6,04:50 AM,07:50 PM,1.9
2017-05-10,78.0,14.0,10.0,Sunny,18.1,8.6,3.1,04:49 AM,07:52 PM,0.0
2017-05-11,78.0,17.3,10.0,Light rain shower,20.3,9.7,7.0,04:47 AM,07:53 PM,3.9
2017-05-12,85.0,16.2,9.1,Light rain shower,18.5,11.9,10.1,04:46 AM,07:54 PM,10.6
2017-05-13,83.0,17.0,9.6,Thundery outbreaks possible,19.6,11.5,8.5,04:44 AM,07:56 PM,2.3
2017-05-14,86.0,16.6,8.3,Patchy light rain with thunder,18.6,10.4,8.3,04:43 AM,07:57 PM,9.8
2017-05-15,80.0,16.5,9.4,Patchy rain possible,18.7,9.4,7.0,04:42 AM,07:58 PM,2.0
2017-05-16,76.0,18.5,10.0,Sunny,21.2,8.6,7.3,04:40 AM,08:00 PM,0.0
2017-05-17,82.0,19.9,10.0,Sunny,23.2,18.7,10.7,04:39 AM,08:01 PM,0.2
2017-05-18,86.0,19.4,8.3,Moderate or heavy rain shower,21.0,14.0,13.9,04:38 AM,08:02 PM,6.7
2017-05-19,95.0,11.2,7.9,Moderate or heavy rain shower,15.2,24.5,7.7,04:37 AM,08:03 PM,26.1
2017-05-20,80.0,13.4,9.6,Patchy rain possible,15.6,11.5,4.8,04:35 AM,08:05 PM,1.3
2017-05-21,80.0,15.6,9.9,Patchy rain possible,17.6,14.4,3.5,04:34 AM,08:06 PM,0.3
2017-05-22,82.0,17.6,10.0,Partly cloudy,20.8,10.1,7.2,04:33 AM,08:07 PM,0.2
2017-05-23,83.0,19.7,9.8,Patchy rain possible,21.6,16.6,9.5,04:32 AM,08:08 PM,5.0
2017-05-24,84.0,16.8,8.6,Light rain shower,19.0,12.6,11.3,04:31 AM,08:10 PM,4.9
2017-05-25,84.0,17.6,8.3,Light rain shower,19.3,12.6,6.7,04:30 AM,08:11 PM,2.5
2017-05-26,83.0,19.3,10.0,Sunny,21.7,15.5,9.7,04:29 AM,08:12 PM,0.0
2017-05-27,81.0,22.0,10.0,Sunny,25.0,14.8,12.6,04:28 AM,08:13 PM,0.1
2017-05-28,76.0,25.7,10.0,Sunny,28.8,9.7,14.7,04:27 AM,08:14 PM,0.1
2017-05-29,69.0,26.7,9.6,Sunny,29.9,6.8,15.3,04:27 AM,08:15 PM,3.2
2017-05-30,78.0,23.4,8.5,Patchy light rain with thunder,25.8,13.7,15.8,04:26 AM,08:16 PM,13.5
2017-05-31,87.0,19.8,9.4,Light rain shower,21.7,13.3,13.7,04:25 AM,08:17 PM,4.8
2017-06-01,80.0,21.7,9.6,Patchy rain possible,23.7,7.2,11.5,04:24 AM,08:18 PM,3.2
2017-06-02,80.0,22.9,8.8,Moderate or heavy rain shower,24.8,7.6,11.7,04:24 AM,08:19 PM,10.8
2017-06-03,80.0,22.5,9.0,Moderate or heavy rain shower,24.9,8.6,13.3,04:23 AM,08:20 PM,9.7
