datum,verbrauch,wochentag,feiertag,arbeitstag
2019-01-01,124915,Dienstag,Neujahr,0
2019-01-02,164019,Mittwoch,,1
2019-01-03,174042,Donnerstag,,1
2019-01-04,174016,Freitag,,1
2019-01-05,155259,Samstag,,0
2019-01-06,141466,Sonntag,Heilige Drei Koenige,0
2019-01-07,190965,Montag,,1
2019-01-08,201944,Dienstag,,1
2019-01-09,203600,Mittwoch,,1
2019-01-10,205055,Donnerstag,,1
2019-01-11,208659,Freitag,,1
2019-01-12,172606,Samstag,,0
2019-01-13,153243,Sonntag,,0
2019-01-14,200550,Montag,,1
2019-01-15,202795,Dienstag,,1
2019-01-16,196227,Mittwoch,,1
2019-01-17,201728,Donnerstag,,1
2019-01-18,197515,Freitag,,1
2019-01-19,166502,Samstag,,0
2019-01-20,150455,Sonntag,,0
2019-01-21,200704,Montag,,1
2019-01-22,208256,Dienstag,,1
2019-01-23,213993,Mittwoch,,1
2019-01-24,212465,Donnerstag,,1
2019-01-25,204381,Freitag,,1
2019-01-26,164625,Samstag,,0
2019-01-27,144861,Sonntag,,0
2019-01-28,199807,Montag,,1
2019-01-29,204137,Dienstag,,1
2019-01-30,206341,Mittwoch,,1
2019-01-31,204099,Donnerstag,,1
2019-02-01,198994,Freitag,,1
2019-02-02,157541,Samstag,,0
2019-02-03,148988,Sonntag,,0
2019-02-04,197439,Montag,,1
2019-02-05,201967,Dienstag,,1
2019-02-06,204191,Mittwoch,,1
2019-02-07,204165,Donnerstag,,1
2019-02-08,194943,Freitag,,1
2019-02-09,160009,Samstag,,0
2019-02-10,141995,Sonntag,,0
2019-02-11,198037,Montag,,1
2019-02-12,202036,Dienstag,,1
2019-02-13,199460,Mittwoch,,1
2019-02-14,195958,Donnerstag,,1
2019-02-15,190668,Freitag,,1
2019-02-16,153904,Samstag,,0
2019-02-17,136244,Sonntag,,0
2019-02-18,187392,Montag,,1
2019-02-19,194638,Dienstag,,1
2019-02-20,191925,Mittwoch,,1
2019-02-21,189754,Donnerstag,,1
2019-02-22,185775,Freitag,,1
2019-02-23,151560,Samstag,,0
2019-02-24,134578,Sonntag,,0
2019-02-25,184559,Montag,,1
2019-02-26,186599,Dienstag,,1
2019-02-27,187009,Mittwoch,,1
2019-02-28,183774,Donnerstag,,1
2019-03-01,183636,Freitag,,1
2019-03-02,145560,Samstag,,0
2019-03-03,132335,Sonntag,,0
2019-03-04,181429,Montag,,1
2019-03-05,187479,Dienstag,,1
2019-03-06,186116,Mittwoch,,1
2019-03-07,186836,Donnerstag,,1
2019-03-08,185140,Freitag,,1
2019-03-09,153534,Samstag,,0
2019-03-10,134550,Sonntag,,0
2019-03-11,191153,Montag,,1
2019-03-12,190995,Dienstag,,1
2019-03-13,195048,Mittwoch,,1
2019-03-14,197388,Donnerstag,,1
2019-03-15,193305,Freitag,,1
2019-03-16,150373,Samstag,,0
2019-03-17,139036,Sonntag,,0
2019-03-18,190362,Montag,,1
2019-03-19,191248,Dienstag,,1
2019-03-20,188642,Mittwoch,,1
2019-03-21,184526,Donnerstag,,1
2019-03-22,180078,Freitag,,1
2019-03-23,141867,Samstag,,0
2019-03-24,124683,Sonntag,,0
2019-03-25,182437,Montag,,1
2019-03-26,188176,Dienstag,,1
2019-03-27,186477,Mittwoch,,1
2019-03-28,180440,Donnerstag,,1
2019-03-29,174988,Freitag,,1
2019-03-30,139599,Samstag,,0
2019-03-31,119484,Sonntag,,0
2019-04-01,175439,Montag,,1
2019-04-02,182838,Dienstag,,1
2019-04-03,187706,Mittwoch,,1
2019-04-04,190466,Donnerstag,,1
2019-04-05,184720,Freitag,,1
2019-04-06,143552,Samstag,,0
2019-04-07,127146,Sonntag,,0
2019-04-08,178958,Montag,,1
2019-04-09,186598,Dienstag,,1
2019-04-10,188288,Mittwoch,,1
2019-04-11,182856,Donnerstag,,1
2019-04-12,181063,Freitag,,1
2019-04-13,146944,Samstag,,0
2019-04-14,132511,Sonntag,,0
2019-04-15,178583,Montag,,1
2019-04-16,182745,Dienstag,,1
2019-04-17,181643,Mittwoch,,1
2019-04-18,172288,Donnerstag,,1
2019-04-19,122074,Freitag,Karfreitag,0
2019-04-20,120414,Samstag,,0
2019-04-21,105260,Sonntag,,0
2019-04-22,111421,Montag,Ostermontag,0
2019-04-23,164488,Dienstag,,1
2019-04-24,170454,Mittwoch,,1
2019-04-25,170031,Donnerstag,,1
2019-04-26,170050,Freitag,,1
2019-04-27,132784,Samstag,,0
2019-04-28,117837,Sonntag,,0
2019-04-29,169570,Montag,,1
2019-04-30,172894,Dienstag,,1
2019-05-01,119668,Mittwoch,Erster Mai,0
2019-05-02,166037,Donnerstag,,1
2019-05-03,173564,Freitag,,1
2019-05-04,141386,Samstag,,0
2019-05-05,126618,Sonntag,,0
2019-05-06,178534,Montag,,1
2019-05-07,178613,Dienstag,,1
2019-05-08,183028,Mittwoch,,1
2019-05-09,179972,Donnerstag,,1
2019-05-10,173846,Freitag,,1
2019-05-11,139148,Samstag,,0
2019-05-12,121642,Sonntag,,0
2019-05-13,171861,Montag,,1
2019-05-14,177040,Dienstag,,1
2019-05-15,176978,Mittwoch,,1
2019-05-16,176935,Donnerstag,,1
2019-05-17,172315,Freitag,,1
2019-05-18,135158,Samstag,,0
2019-05-19,119757,Sonntag,,0
2019-05-20,174192,Montag,,1
2019-05-21,184328,Dienstag,,1
2019-05-22,177515,Mittwoch,,1
2019-05-23,173196,Donnerstag,,1
2019-05-24,169861,Freitag,,1
2019-05-25,133112,Samstag,,0
2019-05-26,115999,Sonntag,,0
2019-05-27,168322,Montag,,1
2019-05-28,173986,Dienstag,,1
2019-05-29,170646,Mittwoch,,1
2019-05-30,121465,Donnerstag,Christi Himmelfahrt,0
2019-05-31,139630,Freitag,,1
2019-06-01,125436,Samstag,,0
2019-06-02,116229,Sonntag,,0
2019-06-03,174258,Montag,,1
2019-06-04,178995,Dienstag,,1
2019-06-05,181153,Mittwoch,,1
2019-06-06,177366,Donnerstag,,1
2019-06-07,168044,Freitag,,1
2019-06-08,127766,Samstag,,0
2019-06-09,109143,Sonntag,,0
2019-06-10,114485,Montag,Pfingstmontag,0
2019-06-11,161714,Dienstag,,1
2019-06-12,167243,Mittwoch,,1
2019-06-13,166824,Donnerstag,,1
2019-06-14,166756,Freitag,,1
2019-06-15,131862,Samstag,,0
2019-06-16,115691,Sonntag,,0
2019-06-17,163532,Montag,,1
2019-06-18,173302,Dienstag,,1
2019-06-19,171149,Mittwoch,,1
2019-06-20,125580,Donnerstag,Fronleichnam,0
2019-06-21,142802,Freitag,,1
2019-06-22,128913,Samstag,,0
2019-06-23,116386,Sonntag,,0
2019-06-24,174820,Montag,,1
2019-06-25,185650,Dienstag,,1
2019-06-26,188997,Mittwoch,,1
2019-06-27,187491,Donnerstag,,1
2019-06-28,177436,Freitag,,1
2019-06-29,140518,Samstag,,0
2019-06-30,128453,Sonntag,,0
2019-07-01,182916,Montag,,1
2019-07-02,182284,Dienstag,,1
2019-07-03,180077,Mittwoch,,1
2019-07-04,176985,Donnerstag,,1
2019-07-05,175379,Freitag,,1
2019-07-06,140084,Samstag,,0
2019-07-07,121316,Sonntag,,0
2019-07-08,172252,Montag,,1
2019-07-09,174059,Dienstag,,1
2019-07-10,173182,Mittwoch,,1
2019-07-11,175584,Donnerstag,,1
2019-07-12,174901,Freitag,,1
2019-07-13,132001,Samstag,,0
2019-07-14,117279,Sonntag,,0
2019-07-15,169233,Montag,,1
2019-07-16,174274,Dienstag,,1
2019-07-17,175657,Mittwoch,,1
2019-07-18,175343,Donnerstag,,1
2019-07-19,174603,Freitag,,1
2019-07-20,139869,Samstag,,0
2019-07-21,124083,Sonntag,,0
2019-07-22,177641,Montag,,1
2019-07-23,186264,Dienstag,,1
2019-07-24,191031,Mittwoch,,1
2019-07-25,189776,Donnerstag,,1
2019-07-26,186423,Freitag,,1
2019-07-27,141451,Samstag,,0
2019-07-28,125099,Sonntag,,0
2019-07-29,169220,Montag,,1
2019-07-30,177824,Dienstag,,1
2019-07-31,173420,Mittwoch,,1
2019-08-01,168156,Donnerstag,,1
2019-08-02,165768,Freitag,,1
2019-08-03,129810,Samstag,,0
2019-08-04,115009,Sonntag,,0
2019-08-05,163133,Montag,,1
2019-08-06,168488,Dienstag,,1
2019-08-07,166889,Mittwoch,,1
2019-08-08,159803,Donnerstag,,1
2019-08-09,161708,Freitag,,1
2019-08-10,127807,Samstag,,0
2019-08-11,114528,Sonntag,,0
2019-08-12,154036,Montag,,1
2019-08-13,156553,Dienstag,,1
2019-08-14,155504,Mittwoch,,1
2019-08-15,154009,Donnerstag,,1
2019-08-16,146803,Freitag,,1
2019-08-17,118743,Samstag,,0
2019-08-18,108345,Sonntag,,0
2019-08-19,154872,Montag,,1
2019-08-20,159561,Dienstag,,1
2019-08-21,155999,Mittwoch,,1
2019-08-22,156408,Donnerstag,,1
2019-08-23,154024,Freitag,,1
2019-08-24,121502,Samstag,,0
2019-08-25,109090,Sonntag,,0
2019-08-26,164648,Montag,,1
2019-08-27,172825,Dienstag,,1
2019-08-28,173218,Mittwoch,,1
2019-08-29,172596,Donnerstag,,1
2019-08-30,166892,Freitag,,1
2019-08-31,130326,Samstag,,0
2019-09-01,116742,Sonntag,,0
2019-09-02,163459,Montag,,1
2019-09-03,167509,Dienstag,,1
2019-09-04,167979,Mittwoch,,1
2019-09-05,168290,Donnerstag,,1
2019-09-06,164162,Freitag,,1
2019-09-07,122450,Samstag,,0
2019-09-08,117523,Sonntag,,0
2019-09-09,166200,Montag,,1
2019-09-10,170614,Dienstag,,1
2019-09-11,172090,Mittwoch,,1
2019-09-12,170214,Donnerstag,,1
2019-09-13,166128,Freitag,,1
2019-09-14,129850,Samstag,,0
2019-09-15,116111,Sonntag,,0
2019-09-16,167823,Montag,,1
2019-09-17,174165,Dienstag,,1
2019-09-18,170519,Mittwoch,,1
2019-09-19,167640,Donnerstag,,1
2019-09-20,164179,Freitag,,1
2019-09-21,129095,Samstag,,0
2019-09-22,117463,Sonntag,,0
2019-09-23,171224,Montag,,1
2019-09-24,176997,Dienstag,,1
2019-09-25,180048,Mittwoch,,1
2019-09-26,179719,Donnerstag,,1
2019-09-27,177526,Freitag,,1
2019-09-28,139930,Samstag,,0
2019-09-29,125566,Sonntag,,0
2019-09-30,178306,Montag,,1
2019-10-01,182326,Dienstag,,1
2019-10-02,178415,Mittwoch,,1
2019-10-03,131705,Donnerstag,Tag der Deutschen Einheit,0
2019-10-04,149838,Freitag,,1
2019-10-05,137126,Samstag,,0
2019-10-06,126923,Sonntag,,0
2019-10-07,176672,Montag,,1
2019-10-08,186843,Dienstag,,1
2019-10-09,188816,Mittwoch,,1
2019-10-10,187265,Donnerstag,,1
2019-10-11,180199,Freitag,,1
2019-10-12,144377,Samstag,,0
2019-10-13,126432,Sonntag,,0
2019-10-14,177368,Montag,,1
2019-10-15,186115,Dienstag,,1
2019-10-16,183030,Mittwoch,,1
2019-10-17,182776,Donnerstag,,1
2019-10-18,181063,Freitag,,1
2019-10-19,144410,Samstag,,0
2019-10-20,124508,Sonntag,,0
2019-10-21,179808,Montag,,1
2019-10-22,184958,Dienstag,,1
2019-10-23,184872,Mittwoch,,1
2019-10-24,182242,Donnerstag,,1
2019-10-25,177075,Freitag,,1
2019-10-26,140333,Samstag,,0
2019-10-27,131688,Sonntag,,0
2019-10-28,179969,Montag,,1
2019-10-29,186058,Dienstag,,1
2019-10-30,184980,Mittwoch,,1
2019-10-31,176362,Donnerstag,,1
2019-11-01,131805,Freitag,Allerheiligen,0
2019-11-02,131727,Samstag,,0
2019-11-03,124909,Sonntag,,0
2019-11-04,177365,Montag,,1
2019-11-05,182435,Dienstag,,1
2019-11-06,184958,Mittwoch,,1
2019-11-07,186447,Donnerstag,,1
2019-11-08,186949,Freitag,,1
2019-11-09,148978,Samstag,,0
2019-11-10,135294,Sonntag,,0
2019-11-11,191048,Montag,,1
2019-11-12,194756,Dienstag,,1
2019-11-13,194210,Mittwoch,,1
2019-11-14,194363,Donnerstag,,1
2019-11-15,193148,Freitag,,1
2019-11-16,154797,Samstag,,0
2019-11-17,143323,Sonntag,,0
2019-11-18,191342,Montag,,1
2019-11-19,199507,Dienstag,,1
2019-11-20,200199,Mittwoch,,1
2019-11-21,195292,Donnerstag,,1
2019-11-22,193711,Freitag,,1
2019-11-23,158095,Samstag,,0
2019-11-24,141983,Sonntag,,0
2019-11-25,191706,Montag,,1
2019-11-26,195141,Dienstag,,1
2019-11-27,195733,Mittwoch,,1
2019-11-28,195084,Donnerstag,,1
2019-11-29,191503,Freitag,,1
2019-11-30,149906,Samstag,,0
2019-12-01,141896,Sonntag,,0
2019-12-02,193991,Montag,,1
2019-12-03,198072,Dienstag,,1
2019-12-04,202214,Mittwoch,,1
2019-12-05,202925,Donnerstag,,1
2019-12-06,196841,Freitag,,1
2019-12-07,156925,Samstag,,0
2019-12-08,142067,Sonntag,,0
2019-12-09,191866,Montag,,1
2019-12-10,196662,Dienstag,,1
2019-12-11,201739,Mittwoch,,1
2019-12-12,195148,Donnerstag,,1
2019-12-13,190317,Freitag,,1
2019-12-14,151965,Samstag,,0
2019-12-15,136786,Sonntag,,0
2019-12-16,177823,Montag,,1
2019-12-17,181540,Dienstag,,1
2019-12-18,176395,Mittwoch,,1
2019-12-19,170210,Donnerstag,,1
2019-12-20,159475,Freitag,,1
2019-12-21,133798,Samstag,,0
2019-12-22,124058,Sonntag,,0
2019-12-23,136608,Montag,,1
2019-12-24,123536,Dienstag,,1
2019-12-25,115236,Mittwoch,Erster Weihnachtsfeiertag,0
2019-12-26,114846,Donnerstag,Zweiter Weihnachtsfeiertag,0
2019-12-27,129551,Freitag,,1
2019-12-28,125395,Samstag,,0
2019-12-29,121331,Sonntag,,0
2019-12-30,137130,Montag,,1
2019-12-31,131060,Dienstag,,1
2020-01-01,120931,Mittwoch,Neujahr,0
2020-01-02,149250,Donnerstag,,1
2020-01-03,152645,Freitag,,1
2020-01-04,139629,Samstag,,0
2020-01-05,127212,Sonntag,,0
2020-01-06,133441,Montag,Heilige Drei Koenige,0
2020-01-07,184059,Dienstag,,1
2020-01-08,192440,Mittwoch,,1
2020-01-09,186741,Donnerstag,,1
2020-01-10,186122,Freitag,,1
2020-01-11,150644,Samstag,,0
2020-01-12,144642,Sonntag,,0
2020-01-13,190987,Montag,,1
2020-01-14,198155,Dienstag,,1
2020-01-15,195698,Mittwoch,,1
2020-01-16,189867,Donnerstag,,1
2020-01-17,192170,Freitag,,1
2020-01-18,154946,Samstag,,0
2020-01-19,143034,Sonntag,,0
2020-01-20,194164,Montag,,1
2020-01-21,203484,Dienstag,,1
2020-01-22,205278,Mittwoch,,1
2020-01-23,205094,Donnerstag,,1
2020-01-24,195032,Freitag,,1
2020-01-25,158574,Samstag,,0
2020-01-26,142850,Sonntag,,0
2020-01-27,194453,Montag,,1
2020-01-28,203027,Dienstag,,1
2020-01-29,203582,Mittwoch,,1
2020-01-30,195812,Donnerstag,,1
2020-01-31,189171,Freitag,,1
2020-02-01,150494,Samstag,,0
2020-02-02,136980,Sonntag,,0
2020-02-03,191789,Montag,,1
2020-02-04,200581,Dienstag,,1
2020-02-05,197193,Mittwoch,,1
2020-02-06,194915,Donnerstag,,1
2020-02-07,190252,Freitag,,1
2020-02-08,153672,Samstag,,0
2020-02-09,141601,Sonntag,,0
2020-02-10,188222,Montag,,1
2020-02-11,199837,Dienstag,,1
2020-02-12,200450,Mittwoch,,1
2020-02-13,196667,Donnerstag,,1
2020-02-14,189206,Freitag,,1
2020-02-15,151828,Samstag,,0
2020-02-16,139097,Sonntag,,0
2020-02-17,189144,Montag,,1
2020-02-18,195040,Dienstag,,1
2020-02-19,196662,Mittwoch,,1
2020-02-20,189370,Donnerstag,,1
2020-02-21,184787,Freitag,,1
2020-02-22,150277,Samstag,,0
2020-02-23,134279,Sonntag,,0
2020-02-24,174536,Montag,,1
2020-02-25,184403,Dienstag,,1
2020-02-26,190001,Mittwoch,,1
2020-02-27,195516,Donnerstag,,1
2020-02-28,185447,Freitag,,1
2020-02-29,150748,Samstag,,0
2020-03-01,135945,Sonntag,,0
2020-03-02,185747,Montag,,1
2020-03-03,191185,Dienstag,,1
2020-03-04,191842,Mittwoch,,1
2020-03-05,191763,Donnerstag,,1
2020-03-06,190255,Freitag,,1
2020-03-07,153188,Samstag,,0
2020-03-08,136144,Sonntag,,0
2020-03-09,184626,Montag,,1
2020-03-10,198110,Dienstag,,1
2020-03-11,189576,Mittwoch,,1
2020-03-12,188593,Donnerstag,,1
2020-03-13,182933,Freitag,,1
2020-03-14,146145,Samstag,,0
2020-03-15,131602,Sonntag,,0
2020-03-16,175067,Montag,,1
2020-03-17,178981,Dienstag,,1
2020-03-18,177438,Mittwoch,,1
2020-03-19,169716,Donnerstag,,1
2020-03-20,164177,Freitag,,1
2020-03-21,143800,Samstag,,0
2020-03-22,130469,Sonntag,,0
2020-03-23,167238,Montag,,1
2020-03-24,171343,Dienstag,,1
2020-03-25,170080,Mittwoch,,1
2020-03-26,169532,Donnerstag,,1
2020-03-27,160019,Freitag,,1
2020-03-28,129952,Samstag,,0
2020-03-29,123856,Sonntag,,0
2020-03-30,162809,Montag,,1
2020-03-31,165663,Dienstag,,1
2020-04-01,164032,Mittwoch,,1
2020-04-02,160311,Donnerstag,,1
2020-04-03,156439,Freitag,,1
2020-04-04,127148,Samstag,,0
2020-04-05,118667,Sonntag,,0
2020-04-06,151420,Montag,,1
2020-04-07,153189,Dienstag,,1
2020-04-08,150318,Mittwoch,,1
2020-04-09,142616,Donnerstag,,1
2020-04-10,111233,Freitag,Karfreitag,0
2020-04-11,112010,Samstag,,0
2020-04-12,102469,Sonntag,,0
2020-04-13,105308,Montag,Ostermontag,0
2020-04-14,143089,Dienstag,,1
2020-04-15,150715,Mittwoch,,1
2020-04-16,148527,Donnerstag,,1
2020-04-17,146109,Freitag,,1
2020-04-18,120408,Samstag,,0
2020-04-19,111003,Sonntag,,0
2020-04-20,154405,Montag,,1
2020-04-21,164071,Dienstag,,1
2020-04-22,158484,Mittwoch,,1
2020-04-23,155204,Donnerstag,,1
2020-04-24,150015,Freitag,,1
2020-04-25,122980,Samstag,,0
2020-04-26,113442,Sonntag,,0
2020-04-27,153743,Montag,,1
2020-04-28,161485,Dienstag,,1
2020-04-29,159557,Mittwoch,,1
2020-04-30,155056,Donnerstag,,1
2020-05-01,116289,Freitag,Erster Mai,0
2020-05-02,121121,Samstag,,0
2020-05-03,114397,Sonntag,,0
2020-05-04,160321,Montag,,1
2020-05-05,168110,Dienstag,,1
2020-05-06,164654,Mittwoch,,1
2020-05-07,161891,Donnerstag,,1
2020-05-08,155922,Freitag,,1
2020-05-09,128250,Samstag,,0
2020-05-10,116342,Sonntag,,0
2020-05-11,166222,Montag,,1
2020-05-12,166294,Dienstag,,1
2020-05-13,170440,Mittwoch,,1
2020-05-14,166832,Donnerstag,,1
2020-05-15,158220,Freitag,,1
2020-05-16,126831,Samstag,,0
2020-05-17,113462,Sonntag,,0
2020-05-18,154750,Montag,,1
2020-05-19,159927,Dienstag,,1
2020-05-20,156553,Mittwoch,,1
2020-05-21,116914,Donnerstag,Christi Himmelfahrt,0
2020-05-22,131342,Freitag,,1
2020-05-23,126159,Samstag,,0
2020-05-24,115041,Sonntag,,0
2020-05-25,157617,Montag,,1
2020-05-26,163709,Dienstag,,1
2020-05-27,162175,Mittwoch,,1
2020-05-28,159262,Donnerstag,,1
2020-05-29,151948,Freitag,,1
2020-05-30,122934,Samstag,,0
2020-05-31,104511,Sonntag,,0
2020-06-01,106687,Montag,Pfingstmontag,0
2020-06-02,156183,Dienstag,,1
2020-06-03,166249,Mittwoch,,1
2020-06-04,165410,Donnerstag,,1
2020-06-05,159396,Freitag,,1
2020-06-06,128796,Samstag,,0
2020-06-07,114389,Sonntag,,0
2020-06-08,152213,Montag,,1
2020-06-09,161691,Dienstag,,1
2020-06-10,159062,Mittwoch,,1
2020-06-11,117631,Donnerstag,Fronleichnam,0
2020-06-12,129356,Freitag,,1
2020-06-13,119934,Samstag,,0
2020-06-14,116570,Sonntag,,0
2020-06-15,161846,Montag,,1
2020-06-16,169151,Dienstag,,1
2020-06-17,169810,Mittwoch,,1
2020-06-18,163574,Donnerstag,,1
2020-06-19,158571,Freitag,,1
2020-06-20,124579,Samstag,,0
2020-06-21,112250,Sonntag,,0
2020-06-22,161058,Montag,,1
2020-06-23,168669,Dienstag,,1
2020-06-24,168443,Mittwoch,,1
2020-06-25,165944,Donnerstag,,1
2020-06-26,162973,Freitag,,1
2020-06-27,129441,Samstag,,0
2020-06-28,117432,Sonntag,,0
2020-06-29,160567,Montag,,1
2020-06-30,165579,Dienstag,,1
2020-07-01,170360,Mittwoch,,1
2020-07-02,169094,Donnerstag,,1
2020-07-03,158354,Freitag,,1
2020-07-04,126990,Samstag,,0
2020-07-05,117977,Sonntag,,0
2020-07-06,163485,Montag,,1
2020-07-07,165623,Dienstag,,1
2020-07-08,168499,Mittwoch,,1
2020-07-09,167857,Donnerstag,,1
2020-07-10,162268,Freitag,,1
2020-07-11,127202,Samstag,,0
2020-07-12,114641,Sonntag,,0
2020-07-13,162529,Montag,,1
2020-07-14,170907,Dienstag,,1
2020-07-15,170748,Mittwoch,,1
2020-07-16,169680,Donnerstag,,1
2020-07-17,161848,Freitag,,1
2020-07-18,127810,Samstag,,0
2020-07-19,116963,Sonntag,,0
2020-07-20,167718,Montag,,1
2020-07-21,174208,Dienstag,,1
2020-07-22,174471,Mittwoch,,1
2020-07-23,171629,Donnerstag,,1
2020-07-24,165242,Freitag,,1
2020-07-25,132816,Samstag,,0
2020-07-26,121209,Sonntag,,0
2020-07-27,168351,Montag,,1
2020-07-28,179350,Dienstag,,1
2020-07-29,173761,Mittwoch,,1
2020-07-30,172040,Donnerstag,,1
2020-07-31,166932,Freitag,,1
2020-08-01,136445,Samstag,,0
2020-08-02,121168,Sonntag,,0
2020-08-03,159322,Montag,,1
2020-08-04,161080,Dienstag,,1
2020-08-05,161047,Mittwoch,,1
2020-08-06,161450,Donnerstag,,1
2020-08-07,160976,Freitag,,1
2020-08-08,132212,Samstag,,0
2020-08-09,120328,Sonntag,,0
2020-08-10,161184,Montag,,1
2020-08-11,167873,Dienstag,,1
2020-08-12,169118,Mittwoch,,1
2020-08-13,165390,Donnerstag,,1
2020-08-14,159775,Freitag,,1
2020-08-15,126373,Samstag,,0
2020-08-16,115542,Sonntag,,0
2020-08-17,153868,Montag,,1
2020-08-18,156443,Dienstag,,1
2020-08-19,156131,Mittwoch,,1
2020-08-20,161028,Donnerstag,,1
2020-08-21,159418,Freitag,,1
2020-08-22,127897,Samstag,,0
2020-08-23,112054,Sonntag,,0
2020-08-24,152943,Montag,,1
2020-08-25,159413,Dienstag,,1
2020-08-26,164900,Mittwoch,,1
2020-08-27,160308,Donnerstag,,1
2020-08-28,158355,Freitag,,1
2020-08-29,124430,Samstag,,0
2020-08-30,112780,Sonntag,,0
2020-08-31,157753,Montag,,1
2020-09-01,167083,Dienstag,,1
2020-09-02,165931,Mittwoch,,1
2020-09-03,164280,Donnerstag,,1
2020-09-04,162783,Freitag,,1
2020-09-05,130578,Samstag,,0
2020-09-06,118129,Sonntag,,0
2020-09-07,162407,Montag,,1
2020-09-08,169195,Dienstag,,1
2020-09-09,170605,Mittwoch,,1
2020-09-10,171325,Donnerstag,,1
2020-09-11,167430,Freitag,,1
2020-09-12,133979,Samstag,,0
2020-09-13,119422,Sonntag,,0
2020-09-14,168184,Montag,,1
2020-09-15,175722,Dienstag,,1
2020-09-16,176451,Mittwoch,,1
2020-09-17,174863,Donnerstag,,1
2020-09-18,168787,Freitag,,1
2020-09-19,133679,Samstag,,0
2020-09-20,119570,Sonntag,,0
2020-09-21,168049,Montag,,1
2020-09-22,175789,Dienstag,,1
2020-09-23,176254,Mittwoch,,1
2020-09-24,179694,Donnerstag,,1
2020-09-25,180664,Freitag,,1
2020-09-26,148318,Samstag,,0
2020-09-27,134514,Sonntag,,0
2020-09-28,181462,Montag,,1
2020-09-29,192281,Dienstag,,1
2020-09-30,186541,Mittwoch,,1
2020-10-01,185629,Donnerstag,,1
2020-10-02,181244,Freitag,,1
2020-10-03,138721,Samstag,Tag der Deutschen Einheit,0
2020-10-04,132555,Sonntag,,0
2020-10-05,183334,Montag,,1
2020-10-06,191596,Dienstag,,1
2020-10-07,192214,Mittwoch,,1
2020-10-08,187613,Donnerstag,,1
2020-10-09,184463,Freitag,,1
2020-10-10,151257,Samstag,,0
2020-10-11,138352,Sonntag,,0
2020-10-12,191217,Montag,,1
2020-10-13,196752,Dienstag,,1
2020-10-14,202225,Mittwoch,,1
2020-10-15,200862,Donnerstag,,1
2020-10-16,195983,Freitag,,1
2020-10-17,156403,Samstag,,0
2020-10-18,142175,Sonntag,,0
2020-10-19,188880,Montag,,1
2020-10-20,199271,Dienstag,,1
2020-10-21,197239,Mittwoch,,1
2020-10-22,194274,Donnerstag,,1
2020-10-23,196333,Freitag,,1
2020-10-24,151325,Samstag,,0
2020-10-25,143758,Sonntag,,0
2020-10-26,191413,Montag,,1
2020-10-27,196942,Dienstag,,1
2020-10-28,197563,Mittwoch,,1
2020-10-29,197566,Donnerstag,,1
2020-10-30,189028,Freitag,,1
2020-10-31,149250,Samstag,,0
2020-11-01,140211,Sonntag,Allerheiligen,0
2020-11-02,190430,Montag,,1
2020-11-03,197560,Dienstag,,1
2020-11-04,201756,Mittwoch,,1
2020-11-05,197884,Donnerstag,,1
2020-11-06,196168,Freitag,,1
2020-11-07,155732,Samstag,,0
2020-11-08,141637,Sonntag,,0
2020-11-09,194095,Montag,,1
2020-11-10,202508,Dienstag,,1
2020-11-11,201645,Mittwoch,,1
2020-11-12,198524,Donnerstag,,1
2020-11-13,193523,Freitag,,1
2020-11-14,151092,Samstag,,0
2020-11-15,140016,Sonntag,,0
2020-11-16,196284,Montag,,1
2020-11-17,203489,Dienstag,,1
2020-11-18,202428,Mittwoch,,1
2020-11-19,204432,Donnerstag,,1
2020-11-20,198294,Freitag,,1
2020-11-21,169368,Samstag,,0
2020-11-22,157198,Sonntag,,0
2020-11-23,207460,Montag,,1
2020-11-24,216124,Dienstag,,1
2020-11-25,218578,Mittwoch,,1
2020-11-26,211627,Donnerstag,,1
2020-11-27,204701,Freitag,,1
2020-11-28,170658,Samstag,,0
2020-11-29,159483,Sonntag,,0
2020-11-30,213306,Montag,,1
2020-12-01,221616,Dienstag,,1
2020-12-02,221467,Mittwoch,,1
2020-12-03,219032,Donnerstag,,1
2020-12-04,214748,Freitag,,1
2020-12-05,178284,Samstag,,0
2020-12-06,163940,Sonntag,,0
2020-12-07,212048,Montag,,1
2020-12-08,215660,Dienstag,,1
2020-12-09,221820,Mittwoch,,1
2020-12-10,215915,Donnerstag,,1
2020-12-11,212749,Freitag,,1
2020-12-12,171890,Samstag,,0
2020-12-13,151916,Sonntag,,0
2020-12-14,202750,Montag,,1
2020-12-15,206473,Dienstag,,1
2020-12-16,198525,Mittwoch,,1
2020-12-17,195009,Donnerstag,,1
2020-12-18,187036,Freitag,,1
2020-12-19,158562,Samstag,,0
2020-12-20,144567,Sonntag,,0
2020-12-21,174725,Montag,,1
2020-12-22,171748,Dienstag,,1
2020-12-23,157523,Mittwoch,,1
2020-12-24,133643,Donnerstag,,1
2020-12-25,129471,Freitag,Erster Weihnachtsfeiertag,0
2020-12-26,130925,Samstag,Zweiter Weihnachtsfeiertag,0
2020-12-27,137464,Sonntag,,0
2020-12-28,151492,Montag,,1
2020-12-29,152711,Dienstag,,1
2020-12-30,154993,Mittwoch,,1
2020-12-31,142753,Donnerstag,,1
2021-01-01,131423,Freitag,Neujahr,0
2021-01-02,140812,Samstag,,0
2021-01-03,143167,Sonntag,,0
