datum,wochentag,feiertag,arbeitstag
2019-10-05,Samstag,,0
2019-10-06,Sonntag,,0
2019-10-07,Montag,,1
2019-10-08,Dienstag,,1
2019-10-09,Mittwoch,,1
2019-10-10,Donnerstag,,1
2019-10-11,Freitag,,1
2019-10-12,Samstag,,0
2019-10-13,Sonntag,,0
2019-10-14,Montag,,1
2019-10-15,Dienstag,,1
2019-10-16,Mittwoch,,1
2019-10-17,Donnerstag,,1
2019-10-18,Freitag,,1
2019-10-19,Samstag,,0
2019-10-20,Sonntag,,0
2019-10-21,Montag,,1
2019-10-22,Dienstag,,1
2019-10-23,Mittwoch,,1
2019-10-24,Donnerstag,,1
2019-10-25,Freitag,,1
2019-10-26,Samstag,,0
2019-10-27,Sonntag,,0
2019-10-28,Montag,,1
2019-10-29,Dienstag,,1
2019-10-30,Mittwoch,,1
2019-10-31,Donnerstag,,1
2019-11-01,Freitag,Allerheiligen,0
2019-11-02,Samstag,,0
2019-11-03,Sonntag,,0
2019-11-04,Montag,,1
2019-11-05,Dienstag,,1
2019-11-06,Mittwoch,,1
2019-11-07,Donnerstag,,1
2019-11-08,Freitag,,1
2019-11-09,Samstag,,0
2019-11-10,Sonntag,,0
2019-11-11,Montag,,1
2019-11-12,Dienstag,,1
2019-11-13,Mittwoch,,1
2019-11-14,Donnerstag,,1
2019-11-15,Freitag,,1
2019-11-16,Samstag,,0
2019-11-17,Sonntag,,0
2019-11-18,Montag,,1
2019-11-19,Dienstag,,1
2019-11-20,Mittwoch,,1
2019-11-21,Donnerstag,,1
2019-11-22,Freitag,,1
2019-11-23,Samstag,,0
2019-11-24,Sonntag,,0
2019-11-25,Montag,,1
2019-11-26,Dienstag,,1
2019-11-27,Mittwoch,,1
2019-11-28,Donnerstag,,1
2019-11-29,Freitag,,1
2019-11-30,Samstag,,0
2019-12-01,Sonntag,,0
2019-12-02,Montag,,1
2019-12-03,Dienstag,,1
2019-12-04,Mittwoch,,1
2019-12-05,Donnerstag,,1
2019-12-06,Freitag,,1
2019-12-07,Samstag,,0
2019-12-08,Sonntag,,0
2019-12-09,Montag,,1
2019-12-10,Dienstag,,1
2019-12-11,Mittwoch,,1
2019-12-12,Donnerstag,,1
2019-12-13,Freitag,,1
2019-12-14,Samstag,,0
2019-12-15,Sonntag,,0
2019-12-16,Montag,,1
2019-12-17,Dienstag,,1
2019-12-18,Mittwoch,,1
2019-12-19,Donnerstag,,1
2019-12-20,Freitag,,1
2019-12-21,Samstag,,0
2019-12-22,Sonntag,,0
2019-12-23,Montag,,1
2019-12-24,Dienstag,,1
2019-12-25,Mittwoch,Erster Weihnachtsfeiertag,0
2019-12-26,Donnerstag,Zweiter Weihnachtsfeiertag,0
2019-12-27,Freitag,,1
2019-12-28,Samstag,,0
2019-12-29,Sonntag,,0
2019-12-30,Montag,,1
2019-12-31,Dienstag,,1
2020-01-01,Mittwoch,Neujahr,0
2020-01-02,Donnerstag,,1
2020-01-03,Freitag,,1
2020-01-04,Samstag,,0
2020-01-05,Sonntag,,0
2020-01-06,Montag,Heilige Drei Koenige,0
2020-01-07,Dienstag,,1
2020-01-08,Mittwoch,,1
2020-01-09,Donnerstag,,1
2020-01-10,Freitag,,1
2020-01-11,Samstag,,0
2020-01-12,Sonntag,,0
2020-01-13,Montag,,1
2020-01-14,Dienstag,,1
2020-01-15,Mittwoch,,1
2020-01-16,Donnerstag,,1
2020-01-17,Freitag,,1
2020-01-18,Samstag,,0
2020-01-19,Sonntag,,0
2020-01-20,Montag,,1
2020-01-21,Dienstag,,1
2020-01-22,Mittwoch,,1
2020-01-23,Donnerstag,,1
2020-01-24,Freitag,,1
2020-01-25,Samstag,,0
2020-01-26,Sonntag,,0
2020-01-27,Montag,,1
2020-01-28,Dienstag,,1
2020-01-29,Mittwoch,,1
2020-01-30,Donnerstag,,1
2020-01-31,Freitag,,1
2020-02-01,Samstag,,0
2020-02-02,Sonntag,,0
2020-02-03,Montag,,1
2020-02-04,Dienstag,,1
2020-02-05,Mittwoch,,1
2020-02-06,Donnerstag,,1
2020-02-07,Freitag,,1
2020-02-08,Samstag,,0
2020-02-09,Sonntag,,0
2020-02-10,Montag,,1
2020-02-11,Dienstag,,1
2020-02-12,Mittwoch,,1
2020-02-13,Donnerstag,,1
2020-02-14,Freitag,,1
2020-02-15,Samstag,,0
2020-02-16,Sonntag,,0
2020-02-17,Montag,,1
2020-02-18,Dienstag,,1
2020-02-19,Mittwoch,,1
2020-02-20,Donnerstag,,1
2020-02-21,Freitag,,1
2020-02-22,Samstag,,0
2020-02-23,Sonntag,,0
2020-02-24,Montag,,1
2020-02-25,Dienstag,,1
2020-02-26,Mittwoch,,1
2020-02-27,Donnerstag,,1
2020-02-28,Freitag,,1
2020-02-29,Samstag,,0
2020-03-01,Sonntag,,0
2020-03-02,Montag,,1
2020-03-03,Dienstag,,1
2020-03-04,Mittwoch,,1
2020-03-05,Donnerstag,,1
2020-03-06,Freitag,,1
2020-03-07,Samstag,,0
2020-03-08,Sonntag,,0
2020-03-09,Montag,,1
2020-03-10,Dienstag,,1
2020-03-11,Mittwoch,,1
2020-03-12,Donnerstag,,1
2020-03-13,Freitag,,1
2020-03-14,Samstag,,0
2020-03-15,Sonntag,,0
2020-03-16,Montag,,1
2020-03-17,Dienstag,,1
2020-03-18,Mittwoch,,1
2020-03-19,Donnerstag,,1
2020-03-20,Freitag,,1
2020-03-21,Samstag,,0
2020-03-22,Sonntag,,0
2020-03-23,Montag,,1
2020-03-24,Dienstag,,1
2020-03-25,Mittwoch,,1
2020-03-26,Donnerstag,,1
2020-03-27,Freitag,,1
2020-03-28,Samstag,,0
2020-03-29,Sonntag,,0
2020-03-30,Montag,,1
2020-03-31,Dienstag,,1
2020-04-01,Mittwoch,,1
2020-04-02,Donnerstag,,1
2020-04-03,Freitag,,1
2020-04-04,Samstag,,0
2020-04-05,Sonntag,,0
2020-04-06,Montag,,1
2020-04-07,Dienstag,,1
2020-04-08,Mittwoch,,1
2020-04-09,Donnerstag,,1
2020-04-10,Freitag,Karfreitag,0
2020-04-11,Samstag,,0
2020-04-12,Sonntag,,0
2020-04-13,Montag,Ostermontag,0
2020-04-14,Dienstag,,1
2020-04-15,Mittwoch,,1
2020-04-16,Donnerstag,,1
2020-04-17,Freitag,,1
2020-04-18,Samstag,,0
2020-04-19,Sonntag,,0
2020-04-20,Montag,,1
2020-04-21,Dienstag,,1
2020-04-22,Mittwoch,,1
2020-04-23,Donnerstag,,1
2020-04-24,Freitag,,1
2020-04-25,Samstag,,0
2020-04-26,Sonntag,,0
2020-04-27,Montag,,1
2020-04-28,Dienstag,,1
2020-04-29,Mittwoch,,1
2020-04-30,Donnerstag,,1
2020-05-01,Freitag,Erster Mai,0
2020-05-02,Samstag,,0
2020-05-03,Sonntag,,0
2020-05-04,Montag,,1
2020-05-05,Dienstag,,1
2020-05-06,Mittwoch,,1
2020-05-07,Donnerstag,,1
2020-05-08,Freitag,,1
2020-05-09,Samstag,,0
2020-05-10,Sonntag,,0
2020-05-11,Montag,,1
2020-05-12,Dienstag,,1
2020-05-13,Mittwoch,,1
2020-05-14,Donnerstag,,1
2020-05-15,Freitag,,1
2020-05-16,Samstag,,0
2020-05-17,Sonntag,,0
2020-05-18,Montag,,1
2020-05-19,Dienstag,,1
2020-05-20,Mittwoch,,1
2020-05-21,Donnerstag,Christi Himmelfahrt,0
2020-05-22,Freitag,,1
2020-05-23,Samstag,,0
2020-05-24,Sonntag,,0
2020-05-25,Montag,,1
2020-05-26,Dienstag,,1
2020-05-27,Mittwoch,,1
2020-05-28,Donnerstag,,1
2020-05-29,Freitag,,1
2020-05-30,Samstag,,0
2020-05-31,Sonntag,,0
2020-06-01,Montag,Pfingstmontag,0
2020-06-02,Dienstag,,1
2020-06-03,Mittwoch,,1
2020-06-04,Donnerstag,,1
2020-06-05,Freitag,,1
2020-06-06,Samstag,,0
2020-06-07,Sonntag,,0
2020-06-08,Montag,,1
2020-06-09,Dienstag,,1
2020-06-10,Mittwoch,,1
2020-06-11,Donnerstag,Fronleichnam,0
2020-06-12,Freitag,,1
2020-06-13,Samstag,,0
2020-06-14,Sonntag,,0
2020-06-15,Montag,,1
2020-06-16,Dienstag,,1
2020-06-17,Mittwoch,,1
2020-06-18,Donnerstag,,1
2020-06-19,Freitag,,1
2020-06-20,Samstag,,0
2020-06-21,Sonntag,,0
2020-06-22,Montag,,1
2020-06-23,Dienstag,,1
2020-06-24,Mittwoch,,1
2020-06-25,Donnerstag,,1
2020-06-26,Freitag,,1
2020-06-27,Samstag,,0
2020-06-28,Sonntag,,0
2020-06-29,Montag,,1
2020-06-30,Dienstag,,1
2020-07-01,Mittwoch,,1
2020-07-02,Donnerstag,,1
2020-07-03,Freitag,,1
2020-07-04,Samstag,,0
2020-07-05,Sonntag,,0
2020-07-06,Montag,,1
2020-07-07,Dienstag,,1
2020-07-08,Mittwoch,,1
2020-07-09,Donnerstag,,1
2020-07-10,Freitag,,1
2020-07-11,Samstag,,0
2020-07-12,Sonntag,,0
2020-07-13,Montag,,1
2020-07-14,Dienstag,,1
2020-07-15,Mittwoch,,1
2020-07-16,Donnerstag,,1
2020-07-17,Freitag,,1
2020-07-18,Samstag,,0
2020-07-19,Sonntag,,0
2020-07-20,Montag,,1
2020-07-21,Dienstag,,1
2020-07-22,Mittwoch,,1
2020-07-23,Donnerstag,,1
2020-07-24,Freitag,,1
2020-07-25,Samstag,,0
2020-07-26,Sonntag,,0
2020-07-27,Montag,,1
2020-07-28,Dienstag,,1
2020-07-29,Mittwoch,,1
2020-07-30,Donnerstag,,1
2020-07-31,Freitag,,1
2020-08-01,Samstag,,0
2020-08-02,Sonntag,,0
2020-08-03,Montag,,1
2020-08-04,Dienstag,,1
2020-08-05,Mittwoch,,1
2020-08-06,Donnerstag,,1
2020-08-07,Freitag,,1
2020-08-08,Samstag,,0
2020-08-09,Sonntag,,0
2020-08-10,Montag,,1
2020-08-11,Dienstag,,1
2020-08-12,Mittwoch,,1
2020-08-13,Donnerstag,,1
2020-08-14,Freitag,,1
2020-08-15,Samstag,,0
2020-08-16,Sonntag,,0
2020-08-17,Montag,,1
2020-08-18,Dienstag,,1
2020-08-19,Mittwoch,,1
2020-08-20,Donnerstag,,1
2020-08-21,Freitag,,1
2020-08-22,Samstag,,0
2020-08-23,Sonntag,,0
2020-08-24,Montag,,1
2020-08-25,Dienstag,,1
2020-08-26,Mittwoch,,1
2020-08-27,Donnerstag,,1
2020-08-28,Freitag,,1
2020-08-29,Samstag,,0
2020-08-30,Sonntag,,0
2020-08-31,Montag,,1
2020-09-01,Dienstag,,1
2020-09-02,Mittwoch,,1
2020-09-03,Donnerstag,,1
2020-09-04,Freitag,,1
2020-09-05,Samstag,,0
2020-09-06,Sonntag,,0
2020-09-07,Montag,,1
2020-09-08,Dienstag,,1
2020-09-09,Mittwoch,,1
2020-09-10,Donnerstag,,1
2020-09-11,Freitag,,1
2020-09-12,Samstag,,0
2020-09-13,Sonntag,,0
2020-09-14,Montag,,1
2020-09-15,Dienstag,,1
2020-09-16,Mittwoch,,1
2020-09-17,Donnerstag,,1
2020-09-18,Freitag,,1
2020-09-19,Samstag,,0
2020-09-20,Sonntag,,0
2020-09-21,Montag,,1
2020-09-22,Dienstag,,1
2020-09-23,Mittwoch,,1
2020-09-24,Donnerstag,,1
2020-09-25,Freitag,,1
2020-09-26,Samstag,,0
2020-09-27,Sonntag,,0
2020-09-28,Montag,,1
2020-09-29,Dienstag,,1
2020-09-30,Mittwoch,,1
2020-10-01,Donnerstag,,1
2020-10-02,Freitag,,1
2020-10-03,Samstag,Tag der Deutschen Einheit,0
2020-10-04,Sonntag,,0
2020-10-05,Montag,,1
2020-10-06,Dienstag,,1
2020-10-07,Mittwoch,,1
2020-10-08,Donnerstag,,1
2020-10-09,Freitag,,1
2020-10-10,Samstag,,0
2020-10-11,Sonntag,,0
2020-10-12,Montag,,1
2020-10-13,Dienstag,,1
2020-10-14,Mittwoch,,1
2020-10-15,Donnerstag,,1
2020-10-16,Freitag,,1
2020-10-17,Samstag,,0
2020-10-18,Sonntag,,0
2020-10-19,Montag,,1
2020-10-20,Dienstag,,1
2020-10-21,Mittwoch,,1
2020-10-22,Donnerstag,,1
2020-10-23,Freitag,,1
2020-10-24,Samstag,,0
2020-10-25,Sonntag,,0
2020-10-26,Montag,,1
2020-10-27,Dienstag,,1
2020-10-28,Mittwoch,,1
2020-10-29,Donnerstag,,1
2020-10-30,Freitag,,1
2020-10-31,Samstag,,0
2020-11-01,Sonntag,Allerheiligen,0
2020-11-02,Montag,,1
2020-11-03,Dienstag,,1
2020-11-04,Mittwoch,,1
2020-11-05,Donnerstag,,1
2020-11-06,Freitag,,1
2020-11-07,Samstag,,0
2020-11-08,Sonntag,,0
2020-11-09,Montag,,1
2020-11-10,Dienstag,,1
2020-11-11,Mittwoch,,1
2020-11-12,Donnerstag,,1
2020-11-13,Freitag,,1
2020-11-14,Samstag,,0
2020-11-15,Sonntag,,0
2020-11-16,Montag,,1
2020-11-17,Dienstag,,1
2020-11-18,Mittwoch,,1
2020-11-19,Donnerstag,,1
2020-11-20,Freitag,,1
2020-11-21,Samstag,,0
2020-11-22,Sonntag,,0
2020-11-23,Montag,,1
2020-11-24,Dienstag,,1
2020-11-25,Mittwoch,,1
2020-11-26,Donnerstag,,1
2020-11-27,Freitag,,1
2020-11-28,Samstag,,0
2020-11-29,Sonntag,,0
2020-11-30,Montag,,1
2020-12-01,Dienstag,,1
2020-12-02,Mittwoch,,1
2020-12-03,Donnerstag,,1
2020-12-04,Freitag,,1
2020-12-05,Samstag,,0
2020-12-06,Sonntag,,0
2020-12-07,Montag,,1
2020-12-08,Dienstag,,1
2020-12-09,Mittwoch,,1
2020-12-10,Donnerstag,,1
2020-12-11,Freitag,,1
2020-12-12,Samstag,,0
2020-12-13,Sonntag,,0
2020-12-14,Montag,,1
2020-12-15,Dienstag,,1
2020-12-16,Mittwoch,,1
2020-12-17,Donnerstag,,1
2020-12-18,Freitag,,1
2020-12-19,Samstag,,0
2020-12-20,Sonntag,,0
2020-12-21,Montag,,1
2020-12-22,Dienstag,,1
2020-12-23,Mittwoch,,1
2020-12-24,Donnerstag,,1
2020-12-25,Freitag,Erster Weihnachtsfeiertag,0
2020-12-26,Samstag,Zweiter Weihnachtsfeiertag,0
2020-12-27,Sonntag,,0
2020-12-28,Montag,,1
2020-12-29,Dienstag,,1
2020-12-30,Mittwoch,,1
2020-12-31,Donnerstag,,1
2021-01-01,Freitag,Neujahr,0
2021-01-02,Samstag,,0
2021-01-03,Sonntag,,0
2021-01-04,Montag,,1
2021-01-05,Dienstag,,1
2021-01-06,Mittwoch,Heilige Drei Koenige,0
2021-01-07,Donnerstag,,1
2021-01-08,Freitag,,1
2021-01-09,Samstag,,0
2021-01-10,Sonntag,,0
2021-01-11,Montag,,1
2021-01-12,Dienstag,,1
2021-01-13,Mittwoch,,1
2021-01-14,Donnerstag,,1
2021-01-15,Freitag,,1
2021-01-16,Samstag,,0
2021-01-17,Sonntag,,0
2021-01-18,Montag,,1
2021-01-19,Dienstag,,1
2021-01-20,Mittwoch,,1
2021-01-21,Donnerstag,,1
2021-01-22,Freitag,,1
2021-01-23,Samstag,,0
2021-01-24,Sonntag,,0
2021-01-25,Montag,,1
2021-01-26,Dienstag,,1
2021-01-27,Mittwoch,,1
2021-01-28,Donnerstag,,1
2021-01-29,Freitag,,1
2021-01-30,Samstag,,0
2021-01-31,Sonntag,,0
2021-02-01,Montag,,1
2021-02-02,Dienstag,,1
2021-02-03,Mittwoch,,1
2021-02-04,Donnerstag,,1
2021-02-05,Freitag,,1
2021-02-06,Samstag,,0
2021-02-07,Sonntag,,0
2021-02-08,Montag,,1
2021-02-09,Dienstag,,1
2021-02-10,Mittwoch,,1
2021-02-11,Donnerstag,,1
2021-02-12,Freitag,,1
2021-02-13,Samstag,,0
2021-02-14,Sonntag,,0
2021-02-15,Montag,,1
2021-02-16,Dienstag,,1
2021-02-17,Mittwoch,,1
2021-02-18,Donnerstag,,1
2021-02-19,Freitag,,1
2021-02-20,Samstag,,0
2021-02-21,Sonntag,,0
2021-02-22,Montag,,1
2021-02-23,Dienstag,,1
2021-02-24,Mittwoch,,1
2021-02-25,Donnerstag,,1
2021-02-26,Freitag,,1
2021-02-27,Samstag,,0
2021-02-28,Sonntag,,0
2021-03-01,Montag,,1
2021-03-02,Dienstag,,1
2021-03-03,Mittwoch,,1
2021-03-04,Donnerstag,,1
2021-03-05,Freitag,,1
2021-03-06,Samstag,,0
2021-03-07,Sonntag,,0
2021-03-08,Montag,,1
2021-03-09,Dienstag,,1
2021-03-10,Mittwoch,,1
2021-03-11,Donnerstag,,1
2021-03-12,Freitag,,1
2021-03-13,Samstag,,0
2021-03-14,Sonntag,,0
2021-03-15,Montag,,1
2021-03-16,Dienstag,,1
2021-03-17,Mittwoch,,1
2021-03-18,Donnerstag,,1
2021-03-19,Freitag,,1
2021-03-20,Samstag,,0
2021-03-21,Sonntag,,0
2021-03-22,Montag,,1
2021-03-23,Dienstag,,1
2021-03-24,Mittwoch,,1
2021-03-25,Donnerstag,,1
2021-03-26,Freitag,,1
2021-03-27,Samstag,,0
2021-03-28,Sonntag,,0
2021-03-29,Montag,,1
2021-03-30,Dienstag,,1
2021-03-31,Mittwoch,,1
2021-04-01,Donnerstag,,1
2021-04-02,Freitag,Karfreitag,0
2021-04-03,Samstag,,0
2021-04-04,Sonntag,,0
2021-04-05,Montag,Ostermontag,0
2021-04-06,Dienstag,,1
2021-04-07,Mittwoch,,1
2021-04-08,Donnerstag,,1
2021-04-09,Freitag,,1
2021-04-10,Samstag,,0
2021-04-11,Sonntag,,0
2021-04-12,Montag,,1
2021-04-13,Dienstag,,1
2021-04-14,Mittwoch,,1
2021-04-15,Donnerstag,,1
2021-04-16,Freitag,,1
2021-04-17,Samstag,,0
2021-04-18,Sonntag,,0
2021-04-19,Montag,,1
2021-04-20,Dienstag,,1
2021-04-21,Mittwoch,,1
2021-04-22,Donnerstag,,1
2021-04-23,Freitag,,1
2021-04-24,Samstag,,0
2021-04-25,Sonntag,,0
2021-04-26,Montag,,1
2021-04-27,Dienstag,,1
2021-04-28,Mittwoch,,1
2021-04-29,Donnerstag,,1
2021-04-30,Freitag,,1
2021-05-01,Samstag,Erster Mai,0
2021-05-02,Sonntag,,0
2021-05-03,Montag,,1
2021-05-04,Dienstag,,1
2021-05-05,Mittwoch,,1
2021-05-06,Donnerstag,,1
2021-05-07,Freitag,,1
2021-05-08,Samstag,,0
2021-05-09,Sonntag,,0
2021-05-10,Montag,,1
2021-05-11,Dienstag,,1
2021-05-12,Mittwoch,,1
2021-05-13,Donnerstag,Christi Himmelfahrt,0
2021-05-14,Freitag,,1
2021-05-15,Samstag,,0
2021-05-16,Sonntag,,0
2021-05-17,Montag,,1
2021-05-18,Dienstag,,1
2021-05-19,Mittwoch,,1
2021-05-20,Donnerstag,,1
2021-05-21,Freitag,,1
2021-05-22,Samstag,,0
2021-05-23,Sonntag,,0
2021-05-24,Montag,Pfingstmontag,0
2021-05-25,Dienstag,,1
2021-05-26,Mittwoch,,1
2021-05-27,Donnerstag,,1
2021-05-28,Freitag,,1
2021-05-29,Samstag,,0
2021-05-30,Sonntag,,0
2021-05-31,Montag,,1
2021-06-01,Dienstag,,1
2021-06-02,Mittwoch,,1
2021-06-03,Donnerstag,Fronleichnam,0
2021-06-04,Freitag,,1
2021-06-05,Samstag,,0
2021-06-06,Sonntag,,0
2021-06-07,Montag,,1
2021-06-08,Dienstag,,1
2021-06-09,Mittwoch,,1
2021-06-10,Donnerstag,,1
2021-06-11,Freitag,,1
2021-06-12,Samstag,,0
2021-06-13,Sonntag,,0
2021-06-14,Montag,,1
2021-06-15,Dienstag,,1
2021-06-16,Mittwoch,,1
2021-06-17,Donnerstag,,1
2021-06-18,Freitag,,1
2021-06-19,Samstag,,0
2021-06-20,Sonntag,,0
2021-06-21,Montag,,1
2021-06-22,Dienstag,,1
2021-06-23,Mittwoch,,1
2021-06-24,Donnerstag,,1
2021-06-25,Freitag,,1
2021-06-26,Samstag,,0
2021-06-27,Sonntag,,0
2021-06-28,Montag,,1
2021-06-29,Dienstag,,1
2021-06-30,Mittwoch,,1
2021-07-01,Donnerstag,,1
2021-07-02,Freitag,,1
2021-07-03,Samstag,,0
2021-07-04,Sonntag,,0
2021-07-05,Montag,,1
2021-07-06,Dienstag,,1
2021-07-07,Mittwoch,,1
2021-07-08,Donnerstag,,1
2021-07-09,Freitag,,1
2021-07-10,Samstag,,0
2021-07-11,Sonntag,,0
2021-07-12,Montag,,1
2021-07-13,Dienstag,,1
2021-07-14,Mittwoch,,1
2021-07-15,Donnerstag,,1
2021-07-16,Freitag,,1
2021-07-17,Samstag,,0
2021-07-18,Sonntag,,0
2021-07-19,Montag,,1
2021-07-20,Dienstag,,1
2021-07-21,Mittwoch,,1
2021-07-22,Donnerstag,,1
2021-07-23,Freitag,,1
2021-07-24,Samstag,,0
2021-07-25,Sonntag,,0
2021-07-26,Montag,,1
2021-07-27,Dienstag,,1
2021-07-28,Mittwoch,,1
2021-07-29,Donnerstag,,1
2021-07-30,Freitag,,1
2021-07-31,Samstag,,0
2021-08-01,Sonntag,,0
2021-08-02,Montag,,1
2021-08-03,Dienstag,,1
2021-08-04,Mittwoch,,1
2021-08-05,Donnerstag,,1
2021-08-06,Freitag,,1
2021-08-07,Samstag,,0
2021-08-08,Sonntag,,0
2021-08-09,Montag,,1
2021-08-10,Dienstag,,1
2021-08-11,Mittwoch,,1
2021-08-12,Donnerstag,,1
2021-08-13,Freitag,,1
2021-08-14,Samstag,,0
2021-08-15,Sonntag,,0
2021-08-16,Montag,,1
2021-08-17,Dienstag,,1
2021-08-18,Mittwoch,,1
2021-08-19,Donnerstag,,1
2021-08-20,Freitag,,1
2021-08-21,Samstag,,0
2021-08-22,Sonntag,,0
2021-08-23,Montag,,1
2021-08-24,Dienstag,,1
2021-08-25,Mittwoch,,1
2021-08-26,Donnerstag,,1
2021-08-27,Freitag,,1
2021-08-28,Samstag,,0
2021-08-29,Sonntag,,0
2021-08-30,Montag,,1
2021-08-31,Dienstag,,1
